20151101
18         CHER                          
           LES DESERTS                
           GRANDE RUE                 
LIEU-DIT   LA BERTAUDIERE             
LIEU-DIT   BOIS DU GUE DE L ANGE      
LIEU-DIT   LE BOIS JARDIN             
LIEU-DIT   LES BOUQUETTES             
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BUISSON CANDOUX         
LIEU-DIT   LA CALONNIERE              
LIEU-DIT   LE CARROIR                 
LIEU-DIT   LE CHAMP DES DAMES         
LIEU-DIT   CHAMP DU GRAND ORME        
LIEU-DIT   CHAMP TAUPINE              
LIEU-DIT   CHAMPS DE L ETANG          
LIEU-DIT   CHAMPS DE SAINT PIERRE     
LIEU-DIT   CHAMPS DE VARGUES          
LIEU-DIT   CHAMPS DES MATHES          
LIEU-DIT   CHAMPS DU MOULIN A VENT    
LIEU-DIT   LE CHEMIN DES DAMES        
LIEU-DIT   LE CHETIF MOULIN           
LIEU-DIT   CLAMECY                    
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LES COUDREES               
LIEU-DIT   LA CROIX SAINT ABDON       
LIEU-DIT   LE CROT AUX BOEUFS         
LIEU-DIT   LE CUL DU BOIS             
LIEU-DIT   LES DESERTS                
LIEU-DIT   L EBEE                     
LIEU-DIT   LA FONTAINE                
LIEU-DIT   LA FONTAINE DE FER         
LIEU-DIT   LA FRINGALE                
LIEU-DIT   LA GARENNE DE L AUDE       
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND ORME              
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS USAGES          
LIEU-DIT   LE GROS BUISSON            
LIEU-DIT   L HUILERIE                 
LIEU-DIT   LA MAISON DES BOIS         
LIEU-DIT   LE MARAIS                  
LIEU-DIT   LA MARDELLE TOUT VENT      
LIEU-DIT   LES MARDELLES              
LIEU-DIT   LES MATHES                 
LIEU-DIT   LES MONTS JOIE             
LIEU-DIT   LA MOTHEE                  
LIEU-DIT   LE MOULIN DE CHASSY        
LIEU-DIT   LE MOULIN DE SAINT PIERRE  
LIEU-DIT   L ORME A LA NISON          
LIEU-DIT   LES PERRIERS               
LIEU-DIT   LE PETIT JUDRE             
LIEU-DIT   LES PETITS USAGES          
LIEU-DIT   LES PIERRIERS              
LIEU-DIT   PRAIRIE DES BULLES         
LIEU-DIT   PRE DU GUE DE L ANGE       
LIEU-DIT   PRES DES RAUCHES           
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   ROUSSELAND                 
LIEU-DIT   LA ROUTE DES PERRIERS      
LIEU-DIT   LA RUE DE BRECY            
LIEU-DIT   SAVOIE                     
LIEU-DIT   TERRES DE BOURDOISEAU      
LIEU-DIT   TERRES DE ROUSSELAND       
LIEU-DIT   TERRES DE SAVOIE           
LIEU-DIT   TERRES DES COMMANDERIES    
LIEU-DIT   TERRES DU GROS BUISSON     
LIEU-DIT   LA VALLEE BATARD           
LIEU-DIT   LE VIEUX DOMAINE DE ROUSSE 
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VARGUES                    
LIEU-DIT   LE CARROY                  
ROUTE      DE BAUGY                   
CHEMIN     DE LA BERTAUDIERE          
ROUTE      DE BOURGES                 
RUE        DE BRECY                   
CHEMIN     DU CARROIR                 
CHEMIN     DU COLOMBIER               
ROUTE      D ETRECHY                  
ROUTE      DE FARGES                  
RUE        GRANDE RUE                 
RUE        JULES HANNEQUIN            
IMPASSE    JULES HANNEQUIN            
AVENUE     LOUIS BILLANT              
CHEMIN     DES MARAIS                 
ROUTE      DES PERRIERES              
ROUTE      DE ST IGNY                 
ALLEE      DU SOUVENIR FRANCAIS       
RUE        DES VIGNES                 
IMPASSE    DES VIGNES                 
RUE        DU CHETIF MOULIN           
           commune :     VILLECELIN                     departement : CHER                          
LIEU-DIT   LES BARONS                 
LIEU-DIT   BEAUVOIR                   
LIEU-DIT   BEAUVOIR VILLAGE           
LIEU-DIT   BEAUVOIR-MOULIN            
LIEU-DIT   LES BOSSES                 
LIEU-DIT   LA BRANDE                  
LIEU-DIT   LA BREUILLE                
LIEU-DIT   LE BRUNETA                 
LIEU-DIT   LE CASSON                  
LIEU-DIT   CORTEUIL                   
LIEU-DIT   LES CRES                   
LIEU-DIT   LES GENTILS                
LIEU-DIT   GRANDE CHAUME              
LIEU-DIT   LES ISSARDS                
LIEU-DIT   LAUZON                     
LIEU-DIT   MAZIERES                   
LIEU-DIT   PARASSAY                   
LIEU-DIT   LA PLANCHONNERIE           
LIEU-DIT   PRAIRIE DE BEAUVOIR        
LIEU-DIT   PRE DU PLAI                
LIEU-DIT   LA RUESSE                  
LIEU-DIT   SAINT LEGER                
LIEU-DIT   LES VERNES                 
           commune :     VILLEGENON                     departement : CHER                          
LIEU-DIT   L ABOUCHON                 
LIEU-DIT   LES AMELOTS                
LIEU-DIT   LES ANGLES                 
LIEU-DIT   LES ANTES                  
LIEU-DIT   LES APPRIS                 
LIEU-DIT   L ARACHIS                  
LIEU-DIT   L AUBIER                   
LIEU-DIT   LES AULNES                 
LIEU-DIT   LES AUMASSES               
LIEU-DIT   L AVEINERIE                
LIEU-DIT   LES AVEINERIES             
LIEU-DIT   LES AVOINERIES             
LIEU-DIT   LES BAILLIS                
LIEU-DIT   LA BARDONNIERE             
LIEU-DIT   LE BEAUBEAU                
LIEU-DIT   LA BERGERIE                
LIEU-DIT   LES BERLIS                 
LIEU-DIT   LES BERNONNIERES           
LIEU-DIT   LES BERNONS                
LIEU-DIT   LES BERTHES                
LIEU-DIT   LES BEURTHES               
LIEU-DIT   LA BILLARDIERE             
LIEU-DIT   LA BILLE AU ROUX           
LIEU-DIT   LE BOIS A MOTTET           
LIEU-DIT   LE BOIS BARRE              
LIEU-DIT   BOIS CLAIR                 
LIEU-DIT   BOIS DE L EGLISE           
LIEU-DIT   BOIS DE LA BONNE SAINTE    
LIEU-DIT   BOIS DES AULNES            
LIEU-DIT   BOIS DES BEURTHES          
LIEU-DIT   BOIS DU CHENE              
LIEU-DIT   BOIS GALIOT                
LIEU-DIT   LE BOIS RENFERME           
LIEU-DIT   LA BOISSELEE               
LIEU-DIT   LES BONDICES               
LIEU-DIT   LES BONNINS                
LIEU-DIT   LA BORNE ROUGE             
LIEU-DIT   LA BOULASSE DE LA METAIRIE 
LIEU-DIT   LA BOULASSE DES SIMONS     
LIEU-DIT   LES BOULATS                
LIEU-DIT   LES BOULATTES              
LIEU-DIT   LA BOULIE                  
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BOURGEOISIE             
LIEU-DIT   LA BOURGONNIERE            
LIEU-DIT   LES BOURSIGNONS            
LIEU-DIT   LE BOUTILLET               
LIEU-DIT   LA BOUTINIERE              
LIEU-DIT   LES BRESSONNERIES          
LIEU-DIT   LA BROSSE                  
LIEU-DIT   LE BRULIS                  
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   BRUYERE AUX VACHERS        
LIEU-DIT   LA BRUYERE COLIN D EN BAS  
LIEU-DIT   LA BRUYERE COLIN D EN HAUT 
LIEU-DIT   LA BRUYERE D EN BAS        
LIEU-DIT   BRUYERE DE LA BUSSIERE     
LIEU-DIT   BRUYERE DE MONPLAISIR      
LIEU-DIT   LA BRUYERE DU PUITS        
LIEU-DIT   BRUYERE LONGUE             
LIEU-DIT   LES BRUYERES               
LIEU-DIT   BRUYERES DE FAPION         
LIEU-DIT   LES BRUYERES DE GRANDES RU 
LIEU-DIT   BRUYERES DE L EPINIERE     
LIEU-DIT   BRUYERES DE LA CAVE        
LIEU-DIT   BRUYERES DE LA THURAUDIERE 
LIEU-DIT   BRUYERES DES DISPUTES      
LIEU-DIT   BRUYERES DES DUS           
LIEU-DIT   BRUYERES DES SERGENS       
LIEU-DIT   LES BUIS                   
LIEU-DIT   LE BUISSON                 
LIEU-DIT   BUISSON D EN BAS           
LIEU-DIT   LE BUISSON D EN HAUT       
LIEU-DIT   BUISSON DU SAULE           
LIEU-DIT   BUISSON PENDU              
LIEU-DIT   LES BUISSONS               
LIEU-DIT   LA BUSSIERE                
LIEU-DIT   LES CADOUETTES             
LIEU-DIT   LE CALLOUX                 
LIEU-DIT   LES CARLEAUX               
LIEU-DIT   LES CARLOTS                
LIEU-DIT   LE CARRIEAU                
LIEU-DIT   LE CARROIR                 
LIEU-DIT   CARROIR GARREAU            
LIEU-DIT   LA CAVOITERIE              
LIEU-DIT   LE CHAGNAT                 
LIEU-DIT   LES CHAGNEAUX              
LIEU-DIT   LE CHAILLOUX               
LIEU-DIT   LES CHAINTRES              
LIEU-DIT   LE CHAMP                   
LIEU-DIT   CHAMP AU MONSIEUR          
LIEU-DIT   CHAMP AUX CHEVAUX          
LIEU-DIT   CHAMP AUX FILLES           
LIEU-DIT   CHAMP AUX VEAUX            
LIEU-DIT   CHAMP BARRE                
LIEU-DIT   CHAMP BEDU                 
LIEU-DIT   CHAMP BERTIN               
LIEU-DIT   CHAMP BIDON                
LIEU-DIT   CHAMP BIGOT                
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   CHAMP BONAMI               
LIEU-DIT   CHAMP BONNIN               
LIEU-DIT   LE CHAMP BOUTILLES         
LIEU-DIT   CHAMP BRASDIE              
LIEU-DIT   CHAMP BRATEAU              
LIEU-DIT   CHAMP CAQUET D EN BAS      
LIEU-DIT   CHAMP CAQUET D EN HAUT     
LIEU-DIT   CHAMP CARRE                
LIEU-DIT   CHAMP CAVEAU               
LIEU-DIT   CHAMP CHAGNEAU             
LIEU-DIT   CHAMP CHARLY               
LIEU-DIT   CHAMP CHENEVET             
LIEU-DIT   CHAMP CHERTIER             
LIEU-DIT   CHAMP COLIOT               
LIEU-DIT   CHAMP COU                  
LIEU-DIT   CHAMP D AMON               
LIEU-DIT   CHAMP D EN BAS             
LIEU-DIT   CHAMP D EN HAUT            
LIEU-DIT   CHAMP DE BARLIEU           
LIEU-DIT   CHAMP DE CADOUX            
LIEU-DIT   CHAMP DE CORMIER           
LIEU-DIT   CHAMP DE CRAYE             
LIEU-DIT   CHAMP DE DERRIERE          
LIEU-DIT   CHAMP DE DEVANT            
LIEU-DIT   CHAMP DE DEVANT DU LORDEAU 
LIEU-DIT   CHAMP DE L ECHARDON        
LIEU-DIT   CHAMP DE L ERABLE          
LIEU-DIT   CHAMP DE L ERMITE          
LIEU-DIT   CHAMP DE L OUCHE           
LIEU-DIT   CHAMP DE LA BARRE          
LIEU-DIT   CHAMP DE LA CAVE           
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DE LA FONTAINE       
LIEU-DIT   CHP DE FONTAINE DE LA META 
LIEU-DIT   CHP DE FONTAINE DES GUILLO 
LIEU-DIT   CHAMP DE LA FOSSE          
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA JAUNISSE       
LIEU-DIT   CHAMP DE LA MAISON         
LIEU-DIT   CHAMP DE LA MARNIERE       
LIEU-DIT   CHAMP DE LA PAILLE         
LIEU-DIT   CHAMP DE LA PLUME          
LIEU-DIT   CHAMP DE LA RATERIE        
LIEU-DIT   CHAMP DE LA RENOUE         
LIEU-DIT   CHAMP DE LA RONCE          
LIEU-DIT   CHAMP DE LA SENTE          
LIEU-DIT   CHAMP DE LA VEVE           
LIEU-DIT   CHAMP DE LONDRES           
LIEU-DIT   CHAMP DE LOYON             
LIEU-DIT   CHAMP DE RIVIERE           
LIEU-DIT   CHAMP DE VAILLY            
LIEU-DIT   CHAMP DE VILLAINE          
LIEU-DIT   CHAMP DES ANTES            
LIEU-DIT   CHAMP DES AULNES           
LIEU-DIT   CHAMP DES BOULATS          
LIEU-DIT   CHAMP DES BUISSONS         
LIEU-DIT   CHAMP DES CARLOTS          
LIEU-DIT   CHAMP DES CHARDONS         
LIEU-DIT   CHAMP DES CHATAIGNIERS     
LIEU-DIT   CHAMP DES COUDRES          
LIEU-DIT   CHAMP DES CROISIERS        
LIEU-DIT   CHAMP DES DEUX RUES        
LIEU-DIT   CHAMP DES DUS              
LIEU-DIT   CHAMP DES FONTAINES        
LIEU-DIT   CHAMP DES GENAIS           
LIEU-DIT   CHAMP DES GERLOTS          
LIEU-DIT   CHAMP DES GRIGNAUDS        
LIEU-DIT   CHAMP DES METAIS           
LIEU-DIT   CHAMP DES NOIRS            
LIEU-DIT   CHAMP DES RATS             
LIEU-DIT   CHAMP DES REAUX            
LIEU-DIT   CHAMP DES RONCES           
LIEU-DIT   CHAMP DES TORES            
LIEU-DIT   CHAMP DESREAU              
LIEU-DIT   CHAMP DU BOIS              
LIEU-DIT   CHAMP DU BUISSON           
LIEU-DIT   CHAMP DU CARROIR           
LIEU-DIT   CHAMP DU CHENE             
LIEU-DIT   CHAMP DU CORMIER           
LIEU-DIT   CHAMP DU CROT              
LIEU-DIT   CHAMP DU FOUR              
LIEU-DIT   CHAMP DU MILIEU            
LIEU-DIT   CHAMP DU MITAN             
LIEU-DIT   CHAMP DU MOULIN            
LIEU-DIT   CHAMP DU PATIS             
LIEU-DIT   CHAMP DU PUITS             
LIEU-DIT   CHAMP FOUSSAIS             
LIEU-DIT   CHAMP FROMENT              
LIEU-DIT   CHAMP GALIOT               
LIEU-DIT   CHAMP GAUDRY               
LIEU-DIT   CHAMP GAUTIER              
LIEU-DIT   CHAMP GODON                
LIEU-DIT   CHAMP GORDEAU              
LIEU-DIT   CHAMP GOYON                
LIEU-DIT   CHAMP GRILLOT              
LIEU-DIT   CHAMP IMBAULT              
LIEU-DIT   CHAMP JARRY                
LIEU-DIT   CHAMP JULIENNE             
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   CHAMP LORDEAU              
LIEU-DIT   CHAMP MARNE                
LIEU-DIT   CHAMP MAUVEAU              
LIEU-DIT   CHAMP MELOT                
LIEU-DIT   CHAMP MIGNARD              
LIEU-DIT   CHAMP MONTAGU              
LIEU-DIT   CHAMP MOULINET             
LIEU-DIT   CHAMP NANTIER              
LIEU-DIT   CHAMP NANTUSSE             
LIEU-DIT   CHAMP PATRE                
LIEU-DIT   CHAMP PILOT                
LIEU-DIT   CHAMP POURRI               
LIEU-DIT   CHAMP RIVIERE              
LIEU-DIT   CHAMP ROUSSELET            
LIEU-DIT   CHAMP ROUSSI               
LIEU-DIT   CHAMP SIMBAULT             
LIEU-DIT   CHAMP TEILLIER             
LIEU-DIT   CHAMP VIGNERON             
LIEU-DIT   CHAMP VILLAINE             
LIEU-DIT   CHAMP VIVANT               
LIEU-DIT   LES CHAMPEAUX              
LIEU-DIT   CHAMPS DE LA TAILLE        
LIEU-DIT   LES CHAMPS LONGS           
LIEU-DIT   LES CHAMPS NERYS           
LIEU-DIT   CHANTELEAU                 
LIEU-DIT   LE CHAPERON                
LIEU-DIT   LES CHARBONNIERES          
LIEU-DIT   LE CHARME                  
LIEU-DIT   LES CHARMES                
LIEU-DIT   LES CHASTELAINS            
LIEU-DIT   LE CHATAIGNIER             
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   LE CHAURROIR               
LIEU-DIT   LE CHENE CRETE             
LIEU-DIT   LE CHENE DU QUART D HEURE  
LIEU-DIT   LA CHENEE                  
LIEU-DIT   LES CHENES                 
LIEU-DIT   LA CHENEVIERE              
LIEU-DIT   LE CHETIF CHAUME           
LIEU-DIT   LE CHETIF MOULIN           
LIEU-DIT   LE CHETIF QUARTIER         
LIEU-DIT   LES CHETIVES METAIRIES     
LIEU-DIT   LE CHEZEAU                 
LIEU-DIT   CHPS GAUTIER               
LIEU-DIT   LE CLAUDIS                 
LIEU-DIT   LE CLAUDY                  
LIEU-DIT   LE CLAUDY DE L EPINIERE    
LIEU-DIT   LE CLAUDY DES GUILLOTS     
LIEU-DIT   LE CLOS DES CHARMES        
LIEU-DIT   CLOS DES ROUSSEAUX         
LIEU-DIT   LA COGNEE                  
LIEU-DIT   LE COINCHON                
LIEU-DIT   LE CONNACHIS               
LIEU-DIT   LA CONQUEZE                
LIEU-DIT   LES CORBERIES              
LIEU-DIT   LA CORMERIE                
LIEU-DIT   LES CORNICHOISEAUX         
LIEU-DIT   LE COUDEREAU               
LIEU-DIT   LE COUDRAY                 
LIEU-DIT   LES COUDRIERES             
LIEU-DIT   LES COUPIS                 
LIEU-DIT   LE COUPIS                  
LIEU-DIT   CRAQUELINE                 
LIEU-DIT   LA CRAYE                   
LIEU-DIT   LES CRESAS                 
LIEU-DIT   LE CRESA                   
LIEU-DIT   LE CREUZAT                 
LIEU-DIT   CROIX DES AIX              
LIEU-DIT   LA CROSLAIE                
LIEU-DIT   LE CROT                    
LIEU-DIT   LE CROT D EN BAS           
LIEU-DIT   CROT DE L ETANG            
LIEU-DIT   CROT DE LA FOSSE           
LIEU-DIT   CROT DE SABLE              
LIEU-DIT   CROT DES PUCINS            
LIEU-DIT   LES CROTELOTS              
LIEU-DIT   LES CROTS                  
LIEU-DIT   LA DEGENNE                 
LIEU-DIT   LE DEGRAISSOIR             
LIEU-DIT   LA DEMI JOURNEE            
LIEU-DIT   LE DEROMPIS                
LIEU-DIT   DEUXIEME PLANTATION        
LIEU-DIT   LES DRONATERIES            
LIEU-DIT   LES DUS                    
LIEU-DIT   L ECHELOT                  
LIEU-DIT   L EPINIERE                 
LIEU-DIT   L ESPINODIERE              
LIEU-DIT   LA FANGEUX                 
LIEU-DIT   LE FAPION                  
LIEU-DIT   LA FERRIERE                
LIEU-DIT   LA FERSAINE                
LIEU-DIT   LA FEUILLARDE              
LIEU-DIT   LA FOLIE                   
LIEU-DIT   LA FONTAINE AUX VIVANTS    
LIEU-DIT   LA FONTENELLE              
LIEU-DIT   LA FOQUETTERIE             
LIEU-DIT   LES FORTIERS               
LIEU-DIT   LES FORTS COUPIS           
LIEU-DIT   LA FOSSE                   
LIEU-DIT   LA FOSSE AU LOUP           
LIEU-DIT   LA FOSSE AUX MORTS         
LIEU-DIT   LES FOSSES                 
LIEU-DIT   LES FOSSES NOIRES          
LIEU-DIT   LE FOU                     
LIEU-DIT   LA FOULONNIERE             
LIEU-DIT   LA FUSETTE                 
LIEU-DIT   LA FUTAIE                  
LIEU-DIT   LES GALLIOTS               
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GENAIS BRULES          
LIEU-DIT   LES GENETOIS               
LIEU-DIT   LA GENETRY                 
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LES GONNOTS                
LIEU-DIT   LE GORDEAU                 
LIEU-DIT   LE GOURDOT                 
LIEU-DIT   LA GOUTTE                  
LIEU-DIT   LA GOUVINIERE              
LIEU-DIT   LE GRAND BEDU              
LIEU-DIT   LE GRAND BUISSON           
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP CHAIZIEAU      
LIEU-DIT   GRAND CHAMP DANTIER        
LIEU-DIT   GRAND CHAMP DE LA BUSSIERE 
LIEU-DIT   GRAND CHAMP DE LA FONTAINE 
LIEU-DIT   GRAND CHAMP DE PRUNSAC     
LIEU-DIT   LE GRAND CHAMP DES SIMONS  
LIEU-DIT   LE GRAND CHAMP DU GUE BERR 
LIEU-DIT   GRAND CHAMP DU PONT        
LIEU-DIT   LE GRAND CHAMP GORDEAU     
LIEU-DIT   LE GRAND CHAUSSON          
LIEU-DIT   LE GRAND CHEZEAU           
LIEU-DIT   LE GRAND CLAUDY            
LIEU-DIT   LE GRAND COUPIS            
LIEU-DIT   LE GRAND LAC               
LIEU-DIT   LE GRAND MEURISIER ROUGE   
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LE GRAND PRE DES CHASTELAI 
LIEU-DIT   LE GRAND PRE DU COUDEREAU  
LIEU-DIT   LE GRAND PRE DU MOULIN COR 
LIEU-DIT   LE GRAND QUARTIER DE L AVE 
LIEU-DIT   GRAND TREFFLE              
LIEU-DIT   GRANDE BACHERIE            
LIEU-DIT   LA GRANDE BRUYERE          
LIEU-DIT   LA GRANDE CHEVALEE         
LIEU-DIT   LA GRANDE CORMERIE         
LIEU-DIT   LA GRANDE EPINIERE         
LIEU-DIT   LA GRANDE MARNIERE         
LIEU-DIT   LA GRANDE TERRE            
LIEU-DIT   LA GRANDE VEVE             
LIEU-DIT   LES GRANDES BEURTHES       
LIEU-DIT   LES GRANDES BONDOIRES      
LIEU-DIT   LES GRANDES NOUES          
LIEU-DIT   LES GRANDES TERRES         
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRELOTTERIES           
LIEU-DIT   LE GRILLOT                 
LIEU-DIT   LES GROS GENAIS            
LIEU-DIT   LA GROSSE MONTEE           
LIEU-DIT   LE GUE BEDU                
LIEU-DIT   GUE BERRY                  
LIEU-DIT   LE GUE BERRY               
LIEU-DIT   LE GUE MALOT               
LIEU-DIT   LE GUE RICHARD             
LIEU-DIT   LE GUERRIAU                
LIEU-DIT   LES GUILLOTS               
LIEU-DIT   L HERMITAGE                
LIEU-DIT   LES HUILLIERS              
LIEU-DIT   LES JARRY                  
LIEU-DIT   LES JEROMES                
LIEU-DIT   LES JOUFINIERES            
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LA LANDE                   
LIEU-DIT   LES LANDES                 
LIEU-DIT   LES LIMONIERES             
LIEU-DIT   LES LISIERES               
LIEU-DIT   LA LONGUE QUEUE            
LIEU-DIT   LE LORDEAU                 
LIEU-DIT   LA MAILLERIE               
LIEU-DIT   LA MAISON NEUVE            
LIEU-DIT   LE MARCHIS AUX CHEVRES     
LIEU-DIT   LE MARCHIS BERNON          
LIEU-DIT   LE MARCHIS BOUCAULT        
LIEU-DIT   LE MARCHIS DE LA FROMONIER 
LIEU-DIT   LES MARDELLES              
LIEU-DIT   LES MARINES                
LIEU-DIT   LA MARNIERE                
LIEU-DIT   LE MARNY                   
LIEU-DIT   LE MARNY DES DUS           
LIEU-DIT   LE MARNY DU GUE BERRY      
LIEU-DIT   LA MARTINIERE              
LIEU-DIT   LE MERISIER ROUGE          
LIEU-DIT   LE MESLIER                 
LIEU-DIT   LA METAIRIE D EN HAUT      
LIEU-DIT   LA METAIRIE DU CHATEAU     
LIEU-DIT   LES METAIRIES              
LIEU-DIT   LES METAIS                 
LIEU-DIT   LE MEUPICHAUT              
LIEU-DIT   LES MILLERIOUX             
LIEU-DIT   LE MIMOIZON                
LIEU-DIT   MONPLAISIR                 
LIEU-DIT   LE MONTIGNON               
LIEU-DIT   LA MOULATTERIE             
LIEU-DIT   MOULIN DE LA VILLE         
LIEU-DIT   MOULIN DE PERTRIN          
LIEU-DIT   LES MOUSSES                
LIEU-DIT   LA MOUSSOIRE               
LIEU-DIT   LES MURAILLES              
LIEU-DIT   LES NAQUINS                
LIEU-DIT   LA NOUE                    
LIEU-DIT   NOUE COUDEREAU             
LIEU-DIT   LA NOUE JEAN METAIS        
LIEU-DIT   LE NOVAL                   
LIEU-DIT   L OUCHE BERRY              
LIEU-DIT   L OUCHE BOUCHAU            
LIEU-DIT   LES OUCHETTES              
LIEU-DIT   LE PACAGE                  
LIEU-DIT   LES PACAGES                
LIEU-DIT   LE PALAIS                  
LIEU-DIT   LA PANNETIERE              
LIEU-DIT   LES PARGILETTES            
LIEU-DIT   LA PATIERE                 
LIEU-DIT   LE PATIS                   
LIEU-DIT   LES PATIS                  
LIEU-DIT   PATIS DE LA FONTAINE       
LIEU-DIT   PATUREAU AUX BOEUFS        
LIEU-DIT   LE PEAGE                   
LIEU-DIT   LA PELURE D EN HAUT        
LIEU-DIT   LES PELURES                
LIEU-DIT   LA PERRICHE                
LIEU-DIT   LA PERRIERE                
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LES PERRIS                 
LIEU-DIT   LE PERRY                   
LIEU-DIT   LE PETIT BEDU              
LIEU-DIT   LE PETIT BOIS              
LIEU-DIT   LE PETIT BUISSON           
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   PETIT CHAMP D EN HAUT      
LIEU-DIT   PETIT CHAMP DU PONT        
LIEU-DIT   LE PETIT CHAMP GORDEAU     
LIEU-DIT   LE PETIT CHAUME            
LIEU-DIT   PETIT CHAUSSON             
LIEU-DIT   LE PETIT CHEZEAU           
LIEU-DIT   PETIT GRAND CHAMP          
LIEU-DIT   LE PETIT GRAND CHAMP       
LIEU-DIT   LE PETIT GUE DES RUESSES   
LIEU-DIT   PETIT PATIS                
LIEU-DIT   LE PETIT PRE               
LIEU-DIT   PETITE BACHERIE            
LIEU-DIT   LA PETITE BRUYERE          
LIEU-DIT   LA PETITE CHEVALEE         
LIEU-DIT   LA PETITE CROSLAIE         
LIEU-DIT   LA PETITE FEUILLARDE       
LIEU-DIT   LA PETITE NOIRE            
LIEU-DIT   PETITE NOUE                
LIEU-DIT   LA PETITE TAILLE           
LIEU-DIT   LES PETITES BEURTHES       
LIEU-DIT   LES PETITES BONDOIRES      
LIEU-DIT   PETITES TERRES             
LIEU-DIT   LES PETITES TERRES         
LIEU-DIT   LES PETITES VEVES          
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LES PEUILLES               
LIEU-DIT   LA PINACHON                
LIEU-DIT   LES PINAUDIERES            
LIEU-DIT   LA PITERIE                 
LIEU-DIT   LE PLANCONAT               
LIEU-DIT   LES PLANTATIONS D AUBIGNY  
LIEU-DIT   LA POINTARDIERE D EN BAS   
LIEU-DIT   LA POINTARDIERE D EN HAUT  
LIEU-DIT   LA POINTE                  
LIEU-DIT   LA POINTE DES GRELOTTERIES 
LIEU-DIT   POIRIER D ANE              
LIEU-DIT   LE POIRIER NIGOT           
LIEU-DIT   PONT AUX CANNES            
LIEU-DIT   LE POUTIGNON               
LIEU-DIT   PRAIRIE DE NAQUINS         
LIEU-DIT   PRAIRIE DE THOU            
LIEU-DIT   PRAIRIE DES CHAGNEAUX      
LIEU-DIT   PRAIRIE DES GALLIOTS       
LIEU-DIT   PRAIRIE DES NAQUINS        
LIEU-DIT   PRAIRIE DES SIMONS         
LIEU-DIT   LE PRE                     
LIEU-DIT   PRE AU LOUP                
LIEU-DIT   PRE AU MONSIEUR            
LIEU-DIT   PRE AU RENARD              
LIEU-DIT   PRE AULNATS                
LIEU-DIT   PRE AUX BOEUFS             
LIEU-DIT   PRE BALLOT                 
LIEU-DIT   PRE BEDU                   
LIEU-DIT   PRE BOTTON                 
LIEU-DIT   PRE CARRON                 
LIEU-DIT   PRE CHALEAU                
LIEU-DIT   PRE CHERRIEUX              
LIEU-DIT   PRE CHEZEAU                
LIEU-DIT   PRE COMMUN                 
LIEU-DIT   PRE D AMON                 
LIEU-DIT   PRE D EN BAS               
LIEU-DIT   PRE D EN HAUT              
LIEU-DIT   PRE DE BERTRIN             
LIEU-DIT   PRE DE CHASNAY             
LIEU-DIT   PRE DE DEVANT              
LIEU-DIT   PRE DE L AVOINERIE         
LIEU-DIT   PRE DE L ESPINODIERE       
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRE DE LA COINCHON         
LIEU-DIT   PRE DE LA CURE             
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA FONTAINE AUX VIV 
LIEU-DIT   PRE DE LA GRANGE           
LIEU-DIT   PRE DE LA JAURIE           
LIEU-DIT   PRE DE LA PLANCHE          
LIEU-DIT   PRE DE LA ROUE             
LIEU-DIT   PRE DE LA SEVOIE           
LIEU-DIT   PRE DE RACHIS              
LIEU-DIT   PRE DE VILLAINE            
LIEU-DIT   PRE DES ANGLES             
LIEU-DIT   PRE DES AULNES             
LIEU-DIT   PRE DES BEURTHES           
LIEU-DIT   PRE DES BONDOIRES          
LIEU-DIT   PRE DES DIX FRANCS         
LIEU-DIT   PRE DES GUILLOTS           
LIEU-DIT   PRE DES NOUES              
LIEU-DIT   PRE DES RIAUX              
LIEU-DIT   PRE DES ROSEAUX            
LIEU-DIT   PRE DU BOURG               
LIEU-DIT   PRE DU CHENE               
LIEU-DIT   PRE DU CROT                
