20151101
58         NIEVRE                        
LIEU-DIT   PRE FOURNOU                
LIEU-DIT   PRE GIEN                   
LIEU-DIT   PRE L EVEQUE               
LIEU-DIT   PRE PANSARD                
LIEU-DIT   PRE PLUME                  
LIEU-DIT   PRE SERGENT                
LIEU-DIT   LES PRES DE POIX           
LIEU-DIT   LES PRES TARTRES           
LIEU-DIT   LE PRION                   
LIEU-DIT   LES RAMEES                 
LIEU-DIT   LES RAVERIES               
LIEU-DIT   LA RECLENE                 
LIEU-DIT   LES RECULEES               
LIEU-DIT   LE REUX                    
LIEU-DIT   LES REZIZOTS               
LIEU-DIT   LES RICHARD                
LIEU-DIT   EN RICHARD                 
LIEU-DIT   LES RICHARDS               
LIEU-DIT   LES RIDAUX                 
LIEU-DIT   LES ROGNEAUX               
LIEU-DIT   LES ROISSES                
LIEU-DIT   RUISSEAU MORIN             
LIEU-DIT   LE RUISSELOT               
LIEU-DIT   LA SARREE                  
LIEU-DIT   LA SAUVE                   
LIEU-DIT   LA SEIGNE                  
LIEU-DIT   SERAULT                    
LIEU-DIT   LA TORTE                   
LIEU-DIT   TRAVERS DES PLATS          
LIEU-DIT   VENTE DES MARTELETS        
LIEU-DIT   LA VENTE                   
LIEU-DIT   VENTE DE DROSNE            
LIEU-DIT   LA VENTE DESSUS            
LIEU-DIT   LES VENTES                 
LIEU-DIT   LES VERNAY                 
LIEU-DIT   VERNAY CULLE               
LIEU-DIT   VERNAY DE JALVEAU          
LIEU-DIT   VERNAY DE SERAULT          
LIEU-DIT   VERNAY DES CROTS           
LIEU-DIT   VERNAY AUMEUNIER           
LIEU-DIT   VERNAY IMBERT              
LIEU-DIT   VERNAY LA FEE              
LIEU-DIT   LES VERNOIS                
LIEU-DIT   LA VIEILLE VENTE           
LIEU-DIT   LES VILLIERS               
LIEU-DIT   LES VINGT ARPENTS          
LIEU-DIT   PRE ROBIN                  
LIEU-DIT   OUCHE DE REU               
           commune :     POIL                           departement : NIEVRE                        
LIEU-DIT   LES AUGES                  
LIEU-DIT   LES BARIES                 
LIEU-DIT   LES BAS DE FONTAUX         
LIEU-DIT   BELFOND                    
LIEU-DIT   LA BESACE                  
LIEU-DIT   BISCOUROND                 
LIEU-DIT   BOIS BOULEAU               
LIEU-DIT   LE BOIS DE CHANAUX         
LIEU-DIT   BOIS DE CHEVRENOIS         
LIEU-DIT   LE BOIS DE L ETANG         
LIEU-DIT   BOIS DE MANIZOT            
LIEU-DIT   BOIS DE MONTCHENIS         
LIEU-DIT   LE BOIS DE MOUSSEAU        
LIEU-DIT   BOIS DE VILLETTE           
LIEU-DIT   LE BOIS DES GOUTTES        
LIEU-DIT   BOIS RENARD                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BRELE                   
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LA BRILLETTE               
LIEU-DIT   LA BRULE                   
LIEU-DIT   LA BRULE DE LA FORGE       
LIEU-DIT   BRULE POIGNEE              
LIEU-DIT   LES BRULES                 
LIEU-DIT   BRULES DU CHAMP LONG       
LIEU-DIT   BUTTE DE MEUX              
LIEU-DIT   LES CAMPAGNES              
LIEU-DIT   LE CARZOT                  
LIEU-DIT   CHAMP BOUTARD              
LIEU-DIT   LE CHAMP CHAZEAU           
LIEU-DIT   LE CHAMP CLAVE             
LIEU-DIT   LE CHAMP DE LA MOUILLE     
LIEU-DIT   CHAMP DES HATES            
LIEU-DIT   CHAMP DES JUSTES           
LIEU-DIT   CHAMP DES NOYERS           
LIEU-DIT   CHAMP GOBARD               
LIEU-DIT   LE CHAMP LONG              
LIEU-DIT   LE CHAMP MATILLON          
LIEU-DIT   CHAMPS BOUTTET             
LIEU-DIT   CHAMPS DE FAUX             
LIEU-DIT   CHAMPS DE MONTANTAUME      
LIEU-DIT   LES CHAMPS DERRIERE        
LIEU-DIT   CHAMPS DERRIERE            
LIEU-DIT   CHAMPS DES COMMES          
LIEU-DIT   CHAMPS DES VERNEES         
LIEU-DIT   CHAMPS DEVANT              
LIEU-DIT   CHAMPS DU CARZOT           
LIEU-DIT   CHAMPS DU PONT             
LIEU-DIT   CHAMPS ET BOIS D AVEAUX    
LIEU-DIT   CHAMPS GAUDES              
LIEU-DIT   CHAMPS MARLET              
LIEU-DIT   LES CHAMPS PAULET          
LIEU-DIT   LES CHAMPS RINBEAU         
LIEU-DIT   LES CHARMES                
LIEU-DIT   LA CHASSAIGNE              
LIEU-DIT   LA CHATAIGNERAIE           
LIEU-DIT   LES CHATAIGNERAIES         
LIEU-DIT   LES CHATAIGNIERS           
LIEU-DIT   LE CHAZEAU                 
LIEU-DIT   LE CHETIF MOULIN           
LIEU-DIT   CHEVRENOIS                 
LIEU-DIT   COGNIERES                  
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LA COMME AUX BOEUFS        
LIEU-DIT   LA COMME MARLOT            
LIEU-DIT   LES COMMES FOUGE           
LIEU-DIT   CONCLAY                    
LIEU-DIT   CORCELLES                  
LIEU-DIT   LA COUPE                   
LIEU-DIT   LA COUPE RENFERMEE         
LIEU-DIT   LA COMBE                   
LIEU-DIT   DOMAINE D ETTEVAUX         
LIEU-DIT   DOMAINE DE CHEPTANDIAU     
LIEU-DIT   DOMAINE DE LA COURBETTE    
LIEU-DIT   DOMAINES DE MONTANTAUME    
LIEU-DIT   DOMAINE DE MONTCHENIS      
LIEU-DIT   DOMAINE DE PIERREFITE      
LIEU-DIT   DOMAINES DE LAUME          
LIEU-DIT   ETTEVAUX                   
LIEU-DIT   LES FONTAINES              
LIEU-DIT   LES FONTAUX                
LIEU-DIT   LA GARCHERE                
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LA GOUILLARDE              
LIEU-DIT   LES GOUTTES                
LIEU-DIT   LE GRAND BROTELOT          
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP DU CARZOT      
LIEU-DIT   LE GRAND CLOUX             
LIEU-DIT   LE GRAND PATUREAU          
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRAND PRE DU MILIEU        
LIEU-DIT   LE GRAND TROP              
LIEU-DIT   LE GRAND VERNAT            
LIEU-DIT   LA GRANDE BARIE            
LIEU-DIT   LA GRANDE BARRE            
LIEU-DIT   LA GRANDE BAZOLLE          
LIEU-DIT   LA GRANDE BRILLETTE DES JE 
LIEU-DIT   LA GRANDE BRULE            
LIEU-DIT   LA GRANDE COMBOTTE         
LIEU-DIT   LA GRANDE CROIX            
LIEU-DIT   LA GRANDE ETOULE           
LIEU-DIT   LA GRANDE PATURE           
LIEU-DIT   LES GRANDES FONTAINES      
LIEU-DIT   LES GRANDES PATURES        
LIEU-DIT   LES GRANDS BOTS            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   GRANDS CHAMPS D EN HAUT    
LIEU-DIT   GRANDS PRES DU CHATEAU     
LIEU-DIT   LES HATES                  
LIEU-DIT   LE HAUT DES BRULES         
LIEU-DIT   LE HAUT DU BRIEUX          
LIEU-DIT   LE HAUT DU CHENE           
LIEU-DIT   LAGUE                      
LIEU-DIT   LES LANCES                 
LIEU-DIT   LAPRAT                     
LIEU-DIT   MANIZOT                    
LIEU-DIT   LES MARCOTS D EN HAUT      
LIEU-DIT   LES MAROTS                 
LIEU-DIT   LES MEUROTS                
LIEU-DIT   LE MEVROT                  
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   LA MONTAGNE DE L AUME      
LIEU-DIT   MONTANTAUME                
LIEU-DIT   MONTMARCO                  
LIEU-DIT   MONTMORIN                  
LIEU-DIT   MOUILLES DES COMMES SAUZOT 
LIEU-DIT   LA MOULERE                 
LIEU-DIT   LE MOULIN DU GUE           
LIEU-DIT   LE MOUSSEAU                
LIEU-DIT   LA NIOLLE                  
LIEU-DIT   L OUCHE DE L HOPITAL       
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LA PALISSADE               
LIEU-DIT   LES PATROTS                
LIEU-DIT   LE PETIT MEUX              
LIEU-DIT   LE PETIT TROP              
LIEU-DIT   LA PETITE BARIE            
LIEU-DIT   LA PETITE BAZOLLE          
LIEU-DIT   LA PETITE BRULE            
LIEU-DIT   PIERREFITE                 
LIEU-DIT   LES PIERRES NOIRES         
LIEU-DIT   LES PLACES LARGES          
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LA PRAT                    
LIEU-DIT   LE PRE CHAMBON             
LIEU-DIT   PRE DES JONDEAUX           
LIEU-DIT   LE PRE DESSOUS             
LIEU-DIT   LE PRE MACON               
LIEU-DIT   PRES DE BOURGOGNE          
LIEU-DIT   PRES DE L ETANG            
LIEU-DIT   PRES DE LA CHASSAIGNE      
LIEU-DIT   PRES DE LA FORGE           
LIEU-DIT   PRES DE LA RIVIERE         
LIEU-DIT   PRES DE POIL               
LIEU-DIT   PRES DE VILLETTE           
LIEU-DIT   PRES DES VERNEES           
LIEU-DIT   PRES DU BREU               
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   LE QUART DU BOIS           
LIEU-DIT   LES RAMEES                 
LIEU-DIT   LES REVENUES               
LIEU-DIT   LES SERRATS                
LIEU-DIT   SEVRENET                   
LIEU-DIT   LA TAILLE DES BROSSES      
LIEU-DIT   LA PIERRE DES VIGNES       
LIEU-DIT   LE THEUREAU                
LIEU-DIT   THIL                       
LIEU-DIT   LE TORSERON                
LIEU-DIT   LES VERNATS                
LIEU-DIT   VILLETTE                   
ROUTE      DE CHAMPROBERT             
ROUTE      DE SAINT LEGER             
ROUTE      DU MOULIN                  
RUE        VIEILLE RUE                
CHEMIN     DE LA FORET                
CHEMIN     DE LA GOUILLARDE           
CHEMIN     DU BOIS DU MOUSSEAU        
ROUTE      DE LAROCHEMILLAY           
           commune :     POISEUX                        departement : NIEVRE                        
LIEU-DIT   BAULON CHAPITRE            
LIEU-DIT   BOIS BIEZ                  
LIEU-DIT   BOIS DE POISSON            
LIEU-DIT   BOIS GODEAU                
LIEU-DIT   BOIS GUYOU                 
LIEU-DIT   BOIS MISTI                 
LIEU-DIT   BOIS NOIR                  
LIEU-DIT   LES BOIS NOIRS             
LIEU-DIT   BOIS TAVERNAY              
LIEU-DIT   LES BOULANDINES            
LIEU-DIT   BOURDOISE                  
LIEU-DIT   LA BOURDOISE               
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOURGEALE                  
LIEU-DIT   LE BRIOU                   
LIEU-DIT   LES BROUILLARDS            
LIEU-DIT   BUISSON GREGOIRE           
LIEU-DIT   CANTON DE GUERIGNY         
LIEU-DIT   LA CASTIGNIERE             
LIEU-DIT   LES CHAGNATS               
LIEU-DIT   CHAILLANT                  
LIEU-DIT   LA CHAISE                  
LIEU-DIT   CHAMILLY                   
LIEU-DIT   CHAMP CIZEAU               
LIEU-DIT   CHAMP CREUX                
LIEU-DIT   CHAMP DE BALAIS            
LIEU-DIT   CHAMP DE CHAUME            
LIEU-DIT   CHAMP DE LA BROSSE         
LIEU-DIT   CHAMP DE LA CAVE           
LIEU-DIT   CHAMP DE LA CHARITE        
LIEU-DIT   CHAMP DE LA GRENIERE       
LIEU-DIT   CHAMP DES BOULAROUS        
LIEU-DIT   CHAMP DES BUTTES           
LIEU-DIT   CHAMP DES FONTAINES        
LIEU-DIT   CHAMP DES NOYERS           
LIEU-DIT   CHAMP DES POIS             
LIEU-DIT   CHAMP DEVANT               
LIEU-DIT   CHAMP DU CORBIER           
LIEU-DIT   CHAMP DU PRETRE            
LIEU-DIT   CHAMP DU PUIT              
LIEU-DIT   CHAMP DUPUYS               
LIEU-DIT   CHAMP GREFFIER             
LIEU-DIT   CHAMP JOLY                 
LIEU-DIT   CHAMP LANGLOIS             
LIEU-DIT   CHAMP MARTIN               
LIEU-DIT   CHAMP MINIER               
LIEU-DIT   CHAMP PHILIPON             
LIEU-DIT   CHAMP VALLET               
LIEU-DIT   LES CHAMPS MARTIN          
LIEU-DIT   CHARNEVRAY                 
LIEU-DIT   CHATEAU DE LA BELOUSE      
LIEU-DIT   CHAUME ROBIOT              
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES CHAZAUX                
LIEU-DIT   LES COMTES                 
LIEU-DIT   LE CORNU                   
LIEU-DIT   LA CORVEE                  
LIEU-DIT   LA COTE DES VEAUX          
LIEU-DIT   LA COTE SOMMIERE           
LIEU-DIT   COUPE DE VIERZON           
LIEU-DIT   LE COURVOUX                
LIEU-DIT   LE CROT BOUTERIOT          
LIEU-DIT   LA CROTINE                 
LIEU-DIT   LE DEFRICHEMENT            
LIEU-DIT   LE DESSIERT                
LIEU-DIT   L ECHENOT                  
LIEU-DIT   L EMBAUCHE                 
LIEU-DIT   L EMPELLEMENT              
LIEU-DIT   LES ENTES                  
LIEU-DIT   L ETANG DE COCHE           
LIEU-DIT   FERME DE CHAILLANT         
LIEU-DIT   FONTAINE DU BOIS           
LIEU-DIT   LA FORGE                   
LIEU-DIT   FOURNEAU DE LA BELOUSE     
LIEU-DIT   LE GALOPIN                 
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GERMENAY                   
LIEU-DIT   LE GERNUCHO                
LIEU-DIT   GOURD MIGNOT               
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRAND PRE DE LA PLACE      
LIEU-DIT   LA GRANDE EMBOUCHE         
LIEU-DIT   LA GRANDE PATURE           
LIEU-DIT   LES GRANDES HATES          
LIEU-DIT   LES GRANDS QUARTIERS       
LIEU-DIT   LA GROSSE BUTTE DU LAITIER 
LIEU-DIT   L HATE                     
LIEU-DIT   LANTRION                   
LIEU-DIT   LA LAPINIERE               
LIEU-DIT   LA LEVRIERE                
LIEU-DIT   LES LOIRS                  
LIEU-DIT   LA LOTERIE                 
LIEU-DIT   LE MAGNY                   
LIEU-DIT   LA MALANTE                 
LIEU-DIT   MARCY                      
LIEU-DIT   LES MARTINETS              
LIEU-DIT   MAUVRON                    
LIEU-DIT   LES MAZERINS               
LIEU-DIT   LA METAIRIE AUX CHIENS     
LIEU-DIT   LE METRO                   
LIEU-DIT   LE MILLERY                 
LIEU-DIT   LA MINIERE                 
LIEU-DIT   LES MINIERES               
LIEU-DIT   MONTS SAVINS               
LIEU-DIT   LES MORNANGES              
LIEU-DIT   LE MOULIN DE MAUVRON       
LIEU-DIT   LA PAPILLOTTE              
LIEU-DIT   LE PARC                    
LIEU-DIT   PATURE DE LA BERGERIE      
LIEU-DIT   PATURE DES VEAUX           
LIEU-DIT   LES PECHATS                
LIEU-DIT   LE PETIT MARAIS            
LIEU-DIT   LE PETIT POISSON           
LIEU-DIT   LE PETIT PRE DE POISSON    
LIEU-DIT   LA PETITE BUTTE DU LAITIER 
LIEU-DIT   LA PETITE PRESLE           
LIEU-DIT   PETIT USAGE                
LIEU-DIT   LA PLACE                   
LIEU-DIT   LES POIRATS                
LIEU-DIT   POISSON                    
LIEU-DIT   LE PONT DE CHAUME          
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   PRAIRIE DE MARCY           
LIEU-DIT   LA PRAIRIE DE MAUVRON      
LIEU-DIT   PRE BILLY                  
LIEU-DIT   LE PRE DE GERMENAY         
LIEU-DIT   PRE DE L ABIME             
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRE DE L ISLE              
LIEU-DIT   PRE DE LA BARONNE          
LIEU-DIT   PRE DE LA BURE             
LIEU-DIT   PRE DE LA CHAPELLE         
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   LE PRE DE LA FONTAINE      
LIEU-DIT   PRE DE LA FORGE            
LIEU-DIT   PRE DE MAUVRON             
LIEU-DIT   PRE DE THOU                
LIEU-DIT   PRE DES BOISSONS           
LIEU-DIT   PRE DES MOTTES             
LIEU-DIT   PRE DES PELLES             
LIEU-DIT   PRES DES PERCHES           
LIEU-DIT   PRE DES RIVIERES           
LIEU-DIT   PRE DES VEAUX              
LIEU-DIT   PRE DU BIEF                
LIEU-DIT   PRE DU FOUR                
LIEU-DIT   PRE DU FOURNEAU            
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   PRE DU PARC                
LIEU-DIT   PRE DU PONT                
LIEU-DIT   PRE LONG                   
LIEU-DIT   PRE MARECHAL               
LIEU-DIT   PRE MINIERE                
LIEU-DIT   LE PRE NEUF                
LIEU-DIT   LE PREGIS                  
LIEU-DIT   LA PRESLE                  
LIEU-DIT   LE PRIAT                   
LIEU-DIT   LES PROMPTS                
LIEU-DIT   LES PRUNELLIERES           
LIEU-DIT   LES QUATRE DENTS           
LIEU-DIT   LES REVENUS                
LIEU-DIT   LES RIOTS                  
LIEU-DIT   LA ROMPEE                  
LIEU-DIT   LE ROUGERON                
LIEU-DIT   LES TAILLIS                
LIEU-DIT   TAILLIS BUSSIERE           
LIEU-DIT   TAILLIS DE LAVEAU          
LIEU-DIT   TAILLIS VALOIS             
LIEU-DIT   THOU                       
LIEU-DIT   LES USAGES                 
LIEU-DIT   LES USAGES DE POISEUX      
LIEU-DIT   LA VALLEE COLIN            
LIEU-DIT   LE VERGER                  
LIEU-DIT   LE VIEUX CHATEAU           
LIEU-DIT   LE VIEUX MOULIN            
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LES VIGNES                 
LIEU-DIT   VILLIERS                   
LIEU-DIT   VINGT JEUX                 
LIEU-DIT   VRILLE                     
LIEU-DIT   FONTAINE DES FEES LA CROTI 
           commune :     POUGNY                         departement : NIEVRE                        
LIEU-DIT   L ARPENT                   
LIEU-DIT   L AUBUE                    
LIEU-DIT   L AUBUE ALLEU              
LIEU-DIT   L AUBUE CHAGNON            
LIEU-DIT   L AUBUE FROIDE             
LIEU-DIT   LES BAUDES                 
LIEU-DIT   BEL AIR                    
LIEU-DIT   LES BERGEONNES             
LIEU-DIT   LES BLANCHES               
LIEU-DIT   BOIS CHEVALIER             
LIEU-DIT   BOIS DES AVIS              
LIEU-DIT   BOIS VAILLANT              
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BRENOTTE                
LIEU-DIT   LES BRUNES                 
LIEU-DIT   BUISSON CARRE              
LIEU-DIT   LE BUISSON DE L EGLISE     
LIEU-DIT   LES CAMUS                  
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   LE CHAILLOUX               
LIEU-DIT   LE CHAMP AUX OIES          
LIEU-DIT   CHAMP BAGOUT               
LIEU-DIT   CHAMP BERTHIER             
LIEU-DIT   CHAMP CARRE                
LIEU-DIT   CHAMP CLAUDE               
LIEU-DIT   CHAMP DE L AUBEPIN         
LIEU-DIT   LE CHAMP DE LA CARRIERE    
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DE LA GARENNE        
LIEU-DIT   CHAMP DE LA PERRIERE       
LIEU-DIT   CHAMP DE LA POURELLE       
LIEU-DIT   CHAMP DE LA VACHE          
LIEU-DIT   CHAMP DE LA VIGNE          
LIEU-DIT   CHAMP DE SAINT PERE        
LIEU-DIT   LE CHAMP DES BONNES        
LIEU-DIT   CHAMP DES BRUNES           
LIEU-DIT   LE CHAMP DES FOSSES        
LIEU-DIT   CHAMP DES PIERRES          
LIEU-DIT   LE CHAMP DES PIERRES       
LIEU-DIT   CHAMP DU CHENE             
LIEU-DIT   CHAMP DU COLOMBIER         
LIEU-DIT   CHAMP DU CORMIER           
LIEU-DIT   CHAMP DU CROT              
LIEU-DIT   CHAMP DU CROT GODARD       
LIEU-DIT   CHAMP DU LIEVRE            
LIEU-DIT   CHAMP DU PATIS             
LIEU-DIT   CHAMP DU PETIT NOYER       
LIEU-DIT   CHAMP DU TERRAIN           
LIEU-DIT   CHAMP FORGERON             
LIEU-DIT   CHAMP FOULQUIER            
LIEU-DIT   CHAMP GALLAND              
LIEU-DIT   CHAMP JACQUOT              
LIEU-DIT   CHAMP LINCHECHE            
LIEU-DIT   LE CHAMP MENUET            
LIEU-DIT   CHAMP MOUTON               
LIEU-DIT   CHAMP PLAT                 
LIEU-DIT   LE CHAMP PLUCHE            
LIEU-DIT   CHAMP PRAUDIN              
LIEU-DIT   CHAMP SINELLE              
LIEU-DIT   LES CHAMPS CHOTARDS        
LIEU-DIT   LES CHAMPS CORNUS          
LIEU-DIT   LES CHAMPS DE LA CROIX     
LIEU-DIT   LES CHAMPS DES MOTTES      
LIEU-DIT   LES CHAMPS FRANCS          
LIEU-DIT   LES CHAMPS MENARDS         
LIEU-DIT   LA CHAPPE                  
LIEU-DIT   LA CHAUME AUX VACHES       
LIEU-DIT   LA CHAUME BLANCHE          
LIEU-DIT   LA CHAUME BREUZARD         
LIEU-DIT   LA CHAVOCHE                
LIEU-DIT   LES CHETIFS BOIS           
LIEU-DIT   LES CREVEES                
LIEU-DIT   LES CRIOTS                 
LIEU-DIT   LES CRIOTS DE BEL AIR      
LIEU-DIT   LE CROT AUX CHATS          
LIEU-DIT   FAITE DES GRANDES VALLEES  
LIEU-DIT   LA FOLIE                   
LIEU-DIT   FOND DE BERNE              
LIEU-DIT   LA FOSSE AUX MIOTS         
LIEU-DIT   LES FOUGIERS               
LIEU-DIT   LES GABELLES               
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP DE VILLARGEAU  
LIEU-DIT   LE GRAND PRE DE POUGNY     
LIEU-DIT   LES GRANDES HATES          
LIEU-DIT   LES GRANDES PIECES         
LIEU-DIT   LES GRANDES VALLEES        
LIEU-DIT   LES GUERLUETTES            
LIEU-DIT   HAMEAU DE BRETIGNELLES     
LIEU-DIT   HAMEAU DE CHAMBRE          
LIEU-DIT   HAMEAU DE MEUNG            
LIEU-DIT   HAMEAU DE MONTBENOIT       
LIEU-DIT   HAMEAU DE VILLAINES        
LIEU-DIT   L HATE AUX COUETS          
LIEU-DIT   L HATE DES CHARDONS        
LIEU-DIT   LE LIERNOIS                
LIEU-DIT   LA MARCHE                  
LIEU-DIT   LE MAUCLAN                 
LIEU-DIT   LE MORVAN                  
LIEU-DIT   LA MOULIERE                
LIEU-DIT   LES ORGENIAUX              
LIEU-DIT   L ORMAT                    
LIEU-DIT   ORME MARTIN                
LIEU-DIT   LES ORMES A VATAN          
LIEU-DIT   LE PATUREAU                
LIEU-DIT   LA PERRIERE                
LIEU-DIT   LA PETITE AUBUE            
LIEU-DIT   LES PETITES MAISONS        
LIEU-DIT   PLANTE BERGEAT             
LIEU-DIT   LA POINTE MOUTON           
LIEU-DIT   LES POIREAUX               
LIEU-DIT   POIRIER DES OEUFS          
LIEU-DIT   LES PORELLES               
LIEU-DIT   LA POURELLE                
LIEU-DIT   PRE BOULEAU                
LIEU-DIT   PRES DES VALLEES           
LIEU-DIT   PRES DU TERRAIN            
LIEU-DIT   LES PRES PONINS            
LIEU-DIT   PRES VAILLANTS             
LIEU-DIT   LES RABIERES               
LIEU-DIT   LES RAVIERES               
LIEU-DIT   REUILLE DINE               
LIEU-DIT   LE RIEN                    
LIEU-DIT   LES ROMPIS                 
LIEU-DIT   LA RONDIERE                
LIEU-DIT   LES RONDIERES              
LIEU-DIT   LA ROTTE                   
LIEU-DIT   LA SENTE                   
LIEU-DIT   LES SERREAUX               
LIEU-DIT   SOUS LA GARDE              
LIEU-DIT   SOUS LES VIGNES            
LIEU-DIT   LES TERRES FORTES          
LIEU-DIT   LES TERRES NOIRES          
LIEU-DIT   LES TERRES ROUGES          
LIEU-DIT   LES TERROIS                
LIEU-DIT   VALLEE AUX PRETRES         
LIEU-DIT   LA VALLEE COULANT          
LIEU-DIT   VALLEE DE CHAMBRE          
LIEU-DIT   VALLEE DE PARIGNY          
LIEU-DIT   VALLEE DES VILLAINES       
LIEU-DIT   LA VALLEE MARQUET          
LIEU-DIT   SUR LES VIGNES             
LIEU-DIT   LES VIGNES DE LA GARDE     
LIEU-DIT   VIGNES DE MONTBENOIT       
LIEU-DIT   VILLARGEAU                 
RUE        D ALLIGNY                  
RUE        DE COSNE                   
RUE        DE DONZY                   
CHEMIN     DE L EGLISE                
GR         GRANDE RUE                 
ROUTE      DE ST LAURENT              
RUE        DES ACACIAS                
RUE        D'ALLIGNY                  
RUE        DE L'ARPENT                
IMPASSE    DES AUBEPINES              
RUE        DES AUBUES                 
RUE        DES AVIS                   
RUE        DES BAUDES                 
RUE        DU BOUT D'EN HAUT          
RUE        DES BROSSES                
IMPASSE    DES CERISES                
RUE        DE CHAMBRE                 
RUE        DES CHAMPS FRANCS          
RUE        CHAMPS SINELE              
RUE        DU CHARRON                 
RUE        DU CHENE                   
RUE        DU CORMIER                 
RUE        DE COSNE                   
RUE        DE LA CROIX BLEUE          
IMPASSE    DU CROT                    
RUE        DU CROT AUX CHATS          
RUE        DE DONZY                   
RUE        DE L'EGLISE                
RUE        DE LA FONTAINE             
CHEMIN     FORGERON                   
IMPASSE    DES FORGES                 
CHEMIN     DES GABELLES               
RUE        DE LA GARDE                
IMPASSE    DE LA GARE                 
RUE        DE LA GARENNE              
RUE        DES GUERLUETTES            
RUE        DES JONQUILLES             
RUE        DU LAVOIR                  
IMPASSE    DES LILAS                  
RUE        MEE GELIE                  
ALLEE      DES NOYERS                 
CHEMIN     DES OIES                   
IMPASSE    DES ORMES                  
RUE        DES PIERRES                
CHEMIN     DU POIRAT                  
RUE        DU PUITS                   
RUE        DES RAVIERES               
VOIE       ROMAINE                    
RUE        DES ROMPIS                 
RUE        RONDIERE                   
RUE        DE SAINT MARTIN            
RUE        DES SERVEAUX               
RUE        DES SIEURS                 
IMPASSE    DE LA SOURCE               
RUE        DES TERRES ROUGES          
RUE        DE LA TISANE               
RUE        DE LA VALLEE               
RUE        DE LA VALLEE AUX PRETRES   
CHEMIN     DES VIGNES                 
RUE        DU VIVIER                  
           commune :     POUGUES LES EAUX               departement : NIEVRE                        
LIEU-DIT   BELLEVUE                   
LIEU-DIT   LA BERGERONNETTE           
LIEU-DIT   BILLY                      
LIEU-DIT   BOIS CHAMBEAU              
LIEU-DIT   BOIS DE VILLIERS           
LIEU-DIT   BOIS DES BONDES            
LIEU-DIT   BOIS DES BOURREES          
LIEU-DIT   BOIS DES PRIOTS            
LIEU-DIT   BOIS DES RIOTS             
LIEU-DIT   BOIS DU BALLET             
LIEU-DIT   BOIS MARTINE               
LIEU-DIT   LES BONDES                 
LIEU-DIT   LES BORDES                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOURGNEUF                  
LIEU-DIT   BRAMEPAIN                  
LIEU-DIT   BRETAGNE                   
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   CHAMP BLOND                
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA PRELE          
LIEU-DIT   CHAMP DU DESSIERT          
LIEU-DIT   CHAMP DU PONT              
LIEU-DIT   CHAMP VALLO                
LIEU-DIT   CHAMPS FRANCS              
LIEU-DIT   LES CHAMPS MALTAT          
LIEU-DIT   CHAMPS ROY                 
LIEU-DIT   LES CHANTERNES             
LIEU-DIT   CHANTOLLE                  
LIEU-DIT   LES CHARENTINES            
LIEU-DIT   LES CHARONDES              
LIEU-DIT   LE CHAZEAU                 
LIEU-DIT   LE CLOU DE PIERRE          
LIEU-DIT   LA COCARDE                 
LIEU-DIT   LA COTE DU MONTGIVRE       
LIEU-DIT   LA CREUSE                  
LIEU-DIT   LE CROT A LA JUMENT        
LIEU-DIT   LE CROT GALOP              
LIEU-DIT   LA CUMINE                  
LIEU-DIT   LES CUMINES                
LIEU-DIT   LE DESSIERT                
LIEU-DIT   FERME ANGLAISE             
LIEU-DIT   LES FONTAINES              
LIEU-DIT   LA GARE                    
LIEU-DIT   LES GOURMELLES             
LIEU-DIT   GRAND MONTGIVRE            
LIEU-DIT   LES GRANDES VARENNES       
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS PATUREAUX       
LIEU-DIT   GRAVIERES                  
LIEU-DIT   GRAVOTTE                   
