20151101
07         ARDECHE                       
QUAI       GAMBETTA PROLONGE          
AVENUE     DE LA GARE                 
RUE        DU GENERAL CHAPELLE        
CHEMIN     DES GIRONDES               
           HAMEAU DE GIRONDY          
CHEMIN     DES GOULES                 
CHEMIN     DES GOULES PROLONGE        
RUE        GOURGOUILLON               
GR         GRANDE RUE                 
CHEMIN     GRAND VAL                  
RUE        DES GRAVIERS               
RUE        GRENIER A SEL              
PLACE      DU GRILLET                 
RUE        GUEMENE                    
AVENUE     HELENE DE TOURNON          
CHEMIN     DE L HERMET                
RUE        HONORE D URFE              
AVENUE     DU HUIT MAI 1945           
RUE        DE L HOPITAL               
IMPASSE    DE L HUILE                 
CHEMIN     DE L ILE                   
RUE        DE L ILE                   
CHEMIN     DES ILES FERAY             
RUE        DES ILOTS                  
CHEMIN     IMBERT                     
PLACE      JEAN JAURES                
RUE        JOSEPH PARNIN              
ALLEE      JEAN TARDIN                
ALLEE      DES JARDINS DE GIRONDY     
CHEMIN     DE JOVENIA                 
AVENUE     JUST LOUIS II              
RUE        LABATIE                    
CHEMIN     DE LABEAUME                
RUE        LACHANAL                   
RUE        LAGRANGE                   
RUE        DE LAIR                    
RUE        LAMARTINE                  
ROUTE      DE LAMASTRE                
ALLEE      LES ACACIAS                
RUE        LOUIS ARNAUD               
IMPASSE    LOUIS DEVISE               
RUE        LOUIS GILLOT               
RUE        LOUIS JOURDAN              
SQUARE     LOUIS PIZE                 
RUE        LOUISE MICHEL              
RUE        DES LUETTES                
RUE        DU LYCEE                   
PLACE      DU LYCEE                   
AVENUE     DE LYON                    
RUE        DU MAIL                    
RUE        MARAICHERS                 
ALLEE      DE LA MAGNANERIE           
RUE        MARC SAUZET                
QUAI       MARC SEGUIN                
PLACE      DU MARCHE                  
RUE        DES MARCHES                
QUAI       MARC SEGUIN                
AVENUE     MARECHAL FOCH              
RUE        MARIUS BOUVIER             
AVENUE     MARIUS JUVENETON           
CHEMIN     DU MARQUIS                 
CHEMIN     DE MARTINOT                
ALLEE      MAURICE RAVEL              
IMPASSE    MAZARD                     
RUE        DE MONGE                   
BOULEVARD  DE MONTGOLFIER             
IMPASSE    MOUTON                     
AVENUE     DE NIMES                   
RUE        DE L OBSERVANCE            
CHEMIN     DE L OISEAU BLEU           
RUE        OLIVIER DE SERRES          
IMPASSE    OLYMPE DE GOUGES           
ROUTE      PANORAMIQUE                
RUE        DU PARC                    
RUE        PARC DES CEDRES            
RUE        PARMENTIER                 
RUE        DE LA PASSERELLE           
IMPASSE    PASTEUR                    
RUE        PASTEUR                    
RUE        DU PATUREL                 
RUE        PAUL GIRAUD                
PLACE      PAUL SEVIN                 
IMPASSE    PERRIN                     
RUE        DES PETITES LUETTES        
RUE        DES PETITS PERES           
CHEMIN     DU PETIT ST JUST           
RUE        PHILIPPE THEOLIER          
ALLEE      PIERRE DE COUBERTIN        
RUE        PIERRE DE RONSARD          
CHEMIN     DU PILLET                  
IMPASSE    PLEIN SUD                  
RUE        PLEIN SUD                  
PLACE      DU PORT                    
ALLEE      DES PEUPLIERS              
RUE        DES POULENARDS             
RUE        DU QUATORZE JUILLET        
PLACE      RAMPON                     
RUE        RAOUL DUFY                 
RUE        DES RELIGIEUSES            
RUE        REMY ROURE                 
RUE        RENE CASSIN                
CHEMIN     DU REPOS                   
RUE        ROSA LUXEMBOURG            
AVENUE     DE LA REPUBLIQUE           
RUE        DE LA RESISTANCE           
RUE        ROBERT DUMOLARD            
CHEMIN     DE RIVOIRE                 
PROMENADE  ROCHE DEFRANCE             
AVENUE     DE ROCHEBONNE              
RUE        DES ROCHES                 
RUE        ROSA LUXEMBURG             
RUE        ROSERON                    
RUE        DES ROSES                  
IMPASSE    DES ROSIERS                
RUE        SAINT ANTOINE              
RUE        SAINT JOSEPH               
CHEMIN     DE ST JOSEPH               
PLACE      SAINT JULIEN               
CHEMIN     DE SAINT VINCENT           
CHEMIN     DE LA SAUVA                
RUE        DE LA SOLITUDE             
PLACE      STEPHANE MALLARME          
PASSAGE    DE LA TERRASSE             
RUE        TERRASSE                   
RUE        THIERS                     
ALLEE      DES TILLEULS               
CHEMIN     DE TIVOLI                  
CHEMIN     DES TOURS                  
RUE        DES TREIZE CANTONS         
CHEMIN     DES TROUSSES               
RUE        DE LA VALENTINE            
RUE        VANOSC                     
RUE        VENDOME                    
IMPASSE    VERBEURGT                  
RUE        DU VERCORS                 
CHEMIN     DU VIEUX MOULIN            
CHEMIN     DU VILLARD                 
RUE        VINCENT D INDY             
RUE        LAVILLEON                  
ALLEE      DES VERGERS DU VILLARD     
           commune :     UCEL                           departement : ARDECHE                       
LIEU-DIT   BOIS DE GEORGES            
LIEU-DIT   BRECHIGNAC                 
LIEU-DIT   LES BRUGES                 
LIEU-DIT   CHALENCON                  
LIEU-DIT   LES CHAMBONNETS            
LIEU-DIT   CHAMBOULAS                 
LIEU-DIT   LA CHAVADE                 
LIEU-DIT   LA CLAPE                   
LIEU-DIT   LE COMBEIRA                
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COUSTARASSES           
LIEU-DIT   DUGRADUS                   
LIEU-DIT   L EGLISE                   
LIEU-DIT   LES FAYSSES                
LIEU-DIT   FONTANILLE                 
LIEU-DIT   LE GRAND VILLAGE           
LIEU-DIT   LA GRANGE CREMADE          
LIEU-DIT   GRANGE DE GAMEL            
LIEU-DIT   LE GRUEL                   
LIEU-DIT   L HERMITAGE                
LIEU-DIT   JACQUIERS                  
LIEU-DIT   LES JARDINS                
LIEU-DIT   LAGARDE                    
LIEU-DIT   LE LAUZAS                  
LIEU-DIT   LA LAUZIERE                
LIEU-DIT   LE MAS                     
LIEU-DIT   LE MAS D UCEL              
LIEU-DIT   LE MOULINAS                
LIEU-DIT   L OLIVET                   
LIEU-DIT   L OLIVET DU HAUT           
LIEU-DIT   LE PASTURAL                
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE PLANTIER                
LIEU-DIT   LE POISSON                 
LIEU-DIT   LE PONT D UCEL             
LIEU-DIT   RIEU TREBOUL               
LIEU-DIT   LE SARTRE                  
LIEU-DIT   LES TAILLADES              
LIEU-DIT   TEYSSONNEIRES              
LIEU-DIT   LES VIVETS                 
LIEU-DIT   LE RANCHET                 
LIEU-DIT   LE VILLAGE                 
IMPASSE    DES ARCEAUX                
TRA        DES BEALIERES              
IMPASSE    DES BLES                   
ROUTE      DE BRAMEFOND               
CHEMIN     DE BRAMEFOND BIS           
CHEMIN     DE BRAMEFOND TER           
ROUTE      DE BRECHIGNAC              
PLACE      DE BRECHIGNAC              
RUE        DE LA CHAPELLE ST BERNARD  
IMPASSE    DES BRUGES                 
CHEMIN     DE LA CALEE                
IMPASSE    DU CANAL                   
CALL       DU CHATEAU                 
ROUTE      DES CERISES                
CHEMIN     DE CHAMBOULAS              
CHEMIN     DE LA CHAVADE BIS          
ROUTE      DE LA CHAVADE              
ROUTE      DU CLOS DES CHENES         
CHEMIN     DU CIMETIERE               
PLACE      DES COMBES BIS             
PLACE      DES COMBES                 
IMPASSE    DE LA CURE                 
ESPACE     DEYDIER                    
ROUTE      DE DUGRADUS                
ROUTE      DE L'EGLISE                
PLACE      DE L EGLISE                
CHEMIN     DU CIMETIERE               
PLACE      DE L'ECOLE DU HAUT         
PLACE      DE FONTANILLE              
PLACE      DE FONTANILLE              
ROUTE      DE FONTANILLE              
CHEMIN     DU FOYER                   
MTE        JEAN GILLY                 
IMPASSE    DES FRUITIERS              
RUE        DU VILLAGE                 
ROUTE      DE LA GRANGE DE GAMEL      
ROUTE      DU GRUEL                   
CHEMIN     DE GRUEL                   
ROUTE      DU GUE                     
CHEMIN     DE LA GARDE                
CHEMIN     DES JACQUIERS              
CHEMIN     DU JUMEL                   
ROUTE      DE LA LAUZIERE             
PLACE      DE LA MAIRIE               
IMPASSE    CROIX ST MARTIN            
IMPASSE    DU MERCOIRE                
RUE        DAME DE MONTLAUR           
CHEMIN     DU MOULIN                  
ROUTE      DU MOULIN                  
IMPASSE    DES MURIERS                
IMPASSE    DES NOISETTES              
CALL       DE L'OLIVET                
ROUTE      DU VAL DE L'OLIVET         
CHEMIN     DU VAL DE L'OLIVIER        
IMPASSE    DE LA TABLE D'ORIENTATION  
PLACE      DU PARKING                 
CHEMIN     DU PASSAGE                 
IMPASSE    LE PASTURAL                
IMPASSE    DE LA PINEDE               
CHEMIN     DU MOULIN BIS              
CHEMIN     DU PEINTRE                 
IMPASSE    DU PESTRIN                 
CHEMIN     DES PLAINES BIS            
CHEMIN     DU PLANTIER                
IMPASSE    DU PRIEURE                 
RUE        DU PORTAL                  
ROUTE      DU POISSON                 
PLACE      DE LA POSTE                
CHEMIN     DE LA VOIE ROMAINE         
IMPASSE    DU RUISSEAU                
RUE        DES SARMENTS               
IMPASSE    DES SOURCES                
CHEMIN     DU STADE                   
CALL       BLANCHE D'UCEL             
CHEMIN     DE VALS                    
CHEMIN     DU GRAND VILLAGE           
PLACE      DU GRAND VILLAGE           
ROUTE      DES VIVETS                 
CHEMIN     DE LA VIEILLE ROUTE        
ROUTE      NATIONALE                  
ROUTE      DE SAINT JULIEN DU SERRE   
ROUTE      DE VALS LES BAINS          
CHEMIN     DU SARTRE                  
ROUTE      DES PLAINES                
CHEMIN     DE FROMENTEYROL            
CHEMIN     DE CHALENCON               
PLACE      DE L' OLIVET               
IMPASSE    LA CHAVADE                 
ROUTE      DU LAUZAS                  
IMPASSE    DES ARCADES                
ROUTE      DU MAS                     
CHEMIN     DE L  ERMITAGE             
IMPASSE    DU SANDRON                 
ROUTE      DES COMBES                 
MTE        DU BOIS VERT               
ROUTE      DE CHAMPAGNE               
ROUTE      VILLA PARADIS              
IMPASSE    ROBINSON                   
IMPASSE    DES REMPARTS               
ROUTE      DE LA MANUFACTURE ROYALE   
CHEMIN     DE RONDE                   
CALL       DU PEINTRE                 
CHEMIN     DU VAL                     
RUE        DES GARINS                 
CHEMIN     DU BOIS COMMUNAL           
CHEMIN     DES JACQUIERS              
           commune :     USCLADES-ET-RIEUTORD           departement : ARDECHE                       
LIEU-DIT   AIGUE BELLE                
LIEU-DIT   LES BARBASTES              
LIEU-DIT   BEQUE DES BOIS             
LIEU-DIT   BEROUARD                   
LIEU-DIT   LA BESSE                   
LIEU-DIT   LA BESSEDE                 
LIEU-DIT   BOIS DE BOZON              
LIEU-DIT   BOIS DE TESTE PARTIDE      
LIEU-DIT   LES BOUTERGUES DE MASNEUF  
LIEU-DIT   LES BOUTERGUES DE RIFFARD  
LIEU-DIT   LE CHAMBON DES CENDRES     
LIEU-DIT   LA CHAPLADE                
LIEU-DIT   LE CHAUMEILLAS DES BOIS    
LIEU-DIT   LA CHAZALONNE              
LIEU-DIT   LES COFINS                 
LIEU-DIT   LA COTE DE LOIRE           
LIEU-DIT   LE DEPENDANT               
LIEU-DIT   GEORGES ET PECOUIN         
LIEU-DIT   LE GERLIER                 
LIEU-DIT   LA GINESTE                 
LIEU-DIT   LA GRANDE VESTIDE          
LIEU-DIT   LES HAULNES                
LIEU-DIT   JALLE LA ROCHE             
LIEU-DIT   JAVELLE                    
LIEU-DIT   JOSEPH                     
LIEU-DIT   LARLINS                    
LIEU-DIT   NARCISSE                   
LIEU-DIT   LE PARADIS                 
LIEU-DIT   LE PATURAL D ANTOUARD      
LIEU-DIT   LE PONT ET CHAMBIGON       
LIEU-DIT   LE PRADAS ET GRANGE DE MAT 
LIEU-DIT   PRAT DE BENET              
LIEU-DIT   PRAT NOE                   
LIEU-DIT   PRAT SAUVAGE               
LIEU-DIT   PRES DE LA BESSE           
LIEU-DIT   LES PRESAILLES             
LIEU-DIT   REYNAUD ET PENET           
LIEU-DIT   LES RIBEYRINES             
LIEU-DIT   RIEUTORD                   
LIEU-DIT   LA ROMPUDE                 
LIEU-DIT   SABLOUSE ET LES COUFOULINE 
LIEU-DIT   LA SCIE DE TARDIEU         
LIEU-DIT   SEMIPLANTIER               
LIEU-DIT   SERRE DE LA SAUSEDE        
LIEU-DIT   LE SERRE DE SIMON          
LIEU-DIT   LE SERRE DES PINS          
LIEU-DIT   LE SUCHAS                  
LIEU-DIT   LE SUCHAS DE LAUDY         
LIEU-DIT   LE SUCHAS ET RANGS D ASTIE 
LIEU-DIT   TESTE PARTIDE              
LIEU-DIT   LES TEYSSONNIERES          
LIEU-DIT   LA TIALADE                 
LIEU-DIT   USCLADES                   
LIEU-DIT   LA VESTIDASSE              
LIEU-DIT   LA VESTIDE DES BOIS        
LIEU-DIT   LA VIGEYRE ET LE VEYROU    
LIEU-DIT   LE VILLAGE                 
CHEMIN     ACCES AVOUAC               
CHEMIN     ACCES CHAUSSABEL           
CHEMIN     ACCES HILAIRE              
CHEMIN     ACCES LOMBARD              
CHEMIN     DE LA BESSE                
CHEMIN     DE BOURRET                 
CHEMIN     DU CIMETIERE               
CHEMIN     DES COUFOULINES            
CHEMIN     DU FOUR D'INCINERATION     
CHEMIN     DE GINEYS                  
CHEMIN     DE GRANGE JAVELLE          
CHEMIN     DE LARLINS                 
CHEMIN     DE GEORGE                  
CHEMIN     DE MAISON NEUVE            
CHEMIN     DE MAISON PARADIS          
CHEMIN     MAISON O.N.F.              
CHEMIN     DE PRAT SAUVAGE            
CHEMIN     DE NARCISSE                
CHEMIN     DE PARADIS                 
CHEMIN     DU RELAIS T.D.F.           
RUE        DE RIEUTORD                
PASSERELLE DE RIEUTORD                
CHEMIN     DE RIEUTORD A BURZET       
CHEMIN     DE RIEUTORD A SAGNES       
CHEMIN     DE SABLOUSE                
CHEMIN     DE TESTEPARTIDE            
RUE        D'USCLADES                 
PASSERELLE D'USCLADES                 
           commune :     UZER                           departement : ARDECHE                       
LIEU-DIT   LES AUCHES                 
LIEU-DIT   LES BASQUES                
LIEU-DIT   LA BASTIDE                 
LIEU-DIT   BAUME GIRAUD               
LIEU-DIT   LE BERJOUX                 
LIEU-DIT   LES BLACHES                
LIEU-DIT   LE BUIS                    
LIEU-DIT   LA CAVARDIERE              
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LES COMBES                 
LIEU-DIT   LA COUREZE                 
LIEU-DIT   LA CROISETTE               
LIEU-DIT   LA DRAYETTE                
LIEU-DIT   FONTANE                    
LIEU-DIT   LA FRAYSSE                 
LIEU-DIT   LESTRADE HAUTE             
LIEU-DIT   LESTRADE BASSE             
LIEU-DIT   LILE                       
LIEU-DIT   MALESPINES                 
LIEU-DIT   MORTE MERIE                
LIEU-DIT   LA PLANTADE                
LIEU-DIT   LES PLANTADES              
LIEU-DIT   PONT DE LA PRADE           
LIEU-DIT   LA PRADE                   
LIEU-DIT   QUEIRRIERE                 
LIEU-DIT   RANC DE GUILHAUMET         
LIEU-DIT   RANC DE LA BADE            
LIEU-DIT   LES RIBEYRAS               
LIEU-DIT   LE SABLAS                  
LIEU-DIT   SADRONAS                   
LIEU-DIT   LE SAU                     
LIEU-DIT   TRAS LA CROIX              
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES VOLPILLIERES           
CHEMIN     DE BEAUME GIRAUD           
CHEMIN     DE BOUDE                   
PLACE      DU CHATEAU                 
RUE        DU CHATEAU                 
CHEMIN     DU CIMETIERE               
CHEMIN     DE L ECOLE                 
PLACE      DE L EGLISE                
CHEMIN     DE FONTANE                 
PLACE      DE LA MAIRIE               
CHEMIN     DE MORTE MERIC             
RUELLE     DE LA PCE DU CHATEAU       
CHEMIN     DE LA PRADE                
CHEMIN     DU RESERVOIR               
CHEMIN     DE TRAS LA CROIX           
CHEMIN     D UZER A LA CROISETTE      
CHEMIN     DE VALPILLERE              
           commune :     VAGNAS                         departement : ARDECHE                       
LIEU-DIT   BARJENEREZ                 
LIEU-DIT   BAUMETTES                  
LIEU-DIT   BERTRANDES                 
LIEU-DIT   BOIROL                     
LIEU-DIT   BOIS DU ROI                
LIEU-DIT   LA BOISSIERE               
LIEU-DIT   LA BORIETTE                
LIEU-DIT   BOUZET                     
LIEU-DIT   BRUGERETTE                 
LIEU-DIT   BRUGERON                   
LIEU-DIT   BRUJAS                     
LIEU-DIT   LA CERISIERE               
LIEU-DIT   LE CHAMBON                 
LIEU-DIT   CHAMP CREBAT               
LIEU-DIT   CHAMP DE CLAQUE            
LIEU-DIT   CHAMP DE FRASSE            
LIEU-DIT   CHAMP DE MAURE             
LIEU-DIT   CHAMP LA CLAQUE            
LIEU-DIT   CHAMP REDON                
LIEU-DIT   CHAMPAGNAS                 
LIEU-DIT   LA CHANEAU                 
LIEU-DIT   CLAPEYROL                  
LIEU-DIT   CLAUDESTRIER               
LIEU-DIT   LES CLAUX                  
LIEU-DIT   COMBE DE PRADE             
LIEU-DIT   LA COMBE DU MAS            
LIEU-DIT   CONDAMINE                  
LIEU-DIT   LES COSTES                 
LIEU-DIT   COSTETTE                   
LIEU-DIT   CROIX DE CHABRIAC          
LIEU-DIT   CROS DE L OLIVIER          
LIEU-DIT   CRUZIERE                   
LIEU-DIT   DARBOUSSET                 
LIEU-DIT   DEVENSES                   
LIEU-DIT   DEVESSE                    
LIEU-DIT   LES EGAUX                  
LIEU-DIT   ENTRE LES VIGNES           
LIEU-DIT   FABREGE                    
LIEU-DIT   FERRIERE                   
LIEU-DIT   FONT LIMOUZE               
LIEU-DIT   FOUSSOUBIE                 
LIEU-DIT   FRIGOULET                  
LIEU-DIT   LA GOULE                   
LIEU-DIT   LE GRAND BOIS COMMUNAL     
LIEU-DIT   LE GRAS                    
LIEU-DIT   GUINOT                     
LIEU-DIT   HUBASSES                   
LIEU-DIT   ISSOIRE                    
LIEU-DIT   JONCAS                     
LIEU-DIT   LES LACASSES               
LIEU-DIT   LASSAGNE                   
LIEU-DIT   LASTIC                     
LIEU-DIT   LESPEDE                    
LIEU-DIT   LESTRADE                   
LIEU-DIT   MALPUETH                   
LIEU-DIT   MAS DALZON                 
LIEU-DIT   MAS DE LA RUDE             
LIEU-DIT   MATHIEVES                  
LIEU-DIT   LA MONTADE DU SERRE        
LIEU-DIT   MOULINAS                   
LIEU-DIT   MOUNESTIER                 
LIEU-DIT   LES MOURADES               
LIEU-DIT   PAILLER                    
LIEU-DIT   LES PAUVRES                
LIEU-DIT   PEYRIEYRE                  
LIEU-DIT   LE PEZE                    
LIEU-DIT   LA PHILIPPE                
LIEU-DIT   PICOUREL                   
LIEU-DIT   PLAINE DE GRAVELAS         
LIEU-DIT   PLANAS DE SANTUS           
LIEU-DIT   PLANLOUBARES               
LIEU-DIT   PLANTADE                   
LIEU-DIT   LA POMME                   
LIEU-DIT   POURIERES                  
LIEU-DIT   LA PRADE                   
LIEU-DIT   PRADE                      
LIEU-DIT   LES PRES                   
LIEU-DIT   QUARTIER DU PONT           
LIEU-DIT   RATAON                     
LIEU-DIT   RECOUSSEAU                 
LIEU-DIT   REDU                       
LIEU-DIT   RIBEROUSSE                 
LIEU-DIT   RIOUSSET                   
LIEU-DIT   ROCHEBLAVE                 
LIEU-DIT   LA ROCHETTE                
LIEU-DIT   LA ROUTE                   
LIEU-DIT   LES ROUTES                 
LIEU-DIT   LA ROUVIERE                
LIEU-DIT   SALLET                     
LIEU-DIT   LA SAUVASSE                
LIEU-DIT   SAUVASSE                   
LIEU-DIT   SEGRIES                    
LIEU-DIT   SEIGNAC                    
LIEU-DIT   LA SELVE                   
LIEU-DIT   SEROUILLER                 
LIEU-DIT   LE SERRE                   
LIEU-DIT   SERRE DE LA CROIX          
LIEU-DIT   SERRE NOUVEAU              
LIEU-DIT   SERRE BOUDOU               
LIEU-DIT   SERRE-REGOUL               
LIEU-DIT   SORBIERE                   
LIEU-DIT   SOUS LES FAYSSES           
LIEU-DIT   TERRE LONGUE               
LIEU-DIT   TRACOL                     
LIEU-DIT   LA TRUILLERE               
LIEU-DIT   VACHER                     
LIEU-DIT   LE VALADAS                 
LIEU-DIT   VAUCROSE                   
LIEU-DIT   VIALLETTE                  
LIEU-DIT   LA VIGNASSE                
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VIOLONNES                  
CHEMIN     DE L ASTIC                 
CHEMIN     DE BRUJAS A BARJAC         
CHEMIN     DE BRUJAS A ISSOIRE        
CHEMIN     DE BRUJAS A RIOUSSET       
CHEMIN     DU CHAMP REDON             
CHEMIN     DE L EGLISE                
PLACE      DE L EGLISE                
PLACE      DE L EGLISE DE BRUJAS      
CHEMIN     D ISSOIRE                  
CHEMIN     DE JONCAS                  
CHEMIN     DE LASSAGNE                
CHEMIN     DU MAS D ALZON             
PLACE      DU MONUMENT DE BRUJAS      
CHEMIN     DU PAILLER                 
PLACE      LA PLACETTE                
CHEMIN     DE PRADES                  
CHEMIN     DE LA ROCHETTE             
CHEMIN     DE SEGRIES                 
CHEMIN     DE SEIGNAC                 
CHEMIN     DU SERRE                   
PLACE      URBAIN THEVENON            
CHEMIN     DE VAGNAS A VALLON         
CHEMIN     DE VIOLONNES               
           commune :     VALGORGE                       departement : ARDECHE                       
RESIDENCE  FOYER LES GENETS D  OR     
LIEU-DIT   LES ADREYTS                
LIEU-DIT   AYGUE BONNE                
LIEU-DIT   BALAZUC                    
LIEU-DIT   BAMEMONT                   
LIEU-DIT   LA BERTRANDE               
LIEU-DIT   LE BESSOT                  
LIEU-DIT   LA BITARELLE               
LIEU-DIT   LES BLACHES                
LIEU-DIT   LE CHALAS                  
LIEU-DIT   LE CHAMBON                 
LIEU-DIT   CHAMISOLLE                 
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   CHASTANET BAS              
LIEU-DIT   CHASTANET LE HAUT          
LIEU-DIT   LA COMBE EST               
LIEU-DIT   COSTE MEJANE               
LIEU-DIT   COUCOURU                   
LIEU-DIT   LE COUDERC                 
LIEU-DIT   LES CROZES                 
LIEU-DIT   LE DEVES                   
LIEU-DIT   LES DUELS                  
LIEU-DIT   L ESTRADE OUEST            
LIEU-DIT   L ESTRADE EST              
LIEU-DIT   LES FABRES                 
LIEU-DIT   LA FIGERE                  
LIEU-DIT   LES FONTS                  
LIEU-DIT   LE FRAYSSE EST             
LIEU-DIT   FRAYSSE OUEST              
LIEU-DIT   FREJAC                     
LIEU-DIT   LE GOUNES                  
LIEU-DIT   HARCHER                    
LIEU-DIT   LACOUR                     
LIEU-DIT   LADREYT                    
LIEU-DIT   LAMARNEY                   
LIEU-DIT   LAVIDET                    
LIEU-DIT   LA MADEYRE                 
LIEU-DIT   MAGES                      
LIEU-DIT   MARETTE                    
LIEU-DIT   LE MAZEL                   
LIEU-DIT   LA MOLLE                   
LIEU-DIT   MOULIN DE REYNET           
LIEU-DIT   LA PAILLAYRE               
LIEU-DIT   LES PIALADES               
LIEU-DIT   LES PLANTADES              
LIEU-DIT   LE PRADAL                  
LIEU-DIT   PRAT DU BOUREL             
LIEU-DIT   RABEYRINE                  
LIEU-DIT   LE RANC DES CLOUTS         
LIEU-DIT   LE RANSEL                  
LIEU-DIT   RIEU POURCHER              
LIEU-DIT   LES ROMPUDES               
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SERRE DU FAUX              
LIEU-DIT   SERRE LA BLACHE            
LIEU-DIT   SERRE COURT                
LIEU-DIT   LE TRAVERS                 
LIEU-DIT   LA VEIGE                   
LIEU-DIT   VERNEDE                    
LIEU-DIT   LE VEYSSET                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VINCENT                 
LIEU-DIT   BOIS D ESCOUFOUR           
LIEU-DIT   HAM DE FREYSSENET          
LIEU-DIT   LE BESSEYRAS               
LIEU-DIT   BOIS DE BRAYE              
LIEU-DIT   LES CHABANNES              
LIEU-DIT   LES CLOTS                  
LIEU-DIT   LA COMBE OUEST             
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COSTES                 
LIEU-DIT   LA DENAVE                  
LIEU-DIT   LA FONT                    
LIEU-DIT   FONTETE DE GOUBERT         
LIEU-DIT   LE GOUTAL                  
LIEU-DIT   LE GRAND SERRE             
LIEU-DIT   LA GRANGETTE               
LIEU-DIT   LES ISSEMLES               
LIEU-DIT   LA JOUNEYRE                
LIEU-DIT   LA LAUSE                   
LIEU-DIT   MEYRAND                    
LIEU-DIT   LE PERRIER                 
LIEU-DIT   LE PLANTIER                
LIEU-DIT   LE PRADAS                  
LIEU-DIT   LA PRADE                   
LIEU-DIT   RANC CHALEDE               
LIEU-DIT   LE RANC GLAS               
LIEU-DIT   RIOUFOLLET                 
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LE SAPEDAS                 
LIEU-DIT   LE SERRE                   
LIEU-DIT   SERRE DE L EYRE            
LIEU-DIT   TANARGUE                   
LIEU-DIT   TANARGUIER                 
LIEU-DIT   LES TRAVERSES              
LIEU-DIT   LA CROIX                   
LIEU-DIT   INGOURNIER                 
LIEU-DIT   PRADOME                    
LIEU-DIT   TOURASSE                   
PLACE      DE L EYRE                  
RUE        DERRIERE LA MAIRIE         
RUE        DE L EYRE                  
RUE        DES BROUCHONNES            
RUE        COUDERC                    
RUE        COUDERC                    
RUE        ANCIENNE GENDARMERIE       
MTE        BARAGIS                    
CHEMIN     DU CHALAS                  
RUE        ACCES MAISON JEAN          
CHEMIN     DU COUDERC                 
CHEMIN     DU CHAMBON                 
CHEMIN     DE CHASTANET               
CHEMIN     DE CHASTANET HAUT          
CHEMIN     DE TOURASSE                
PLACE      SOUS L'ECOLE               
PLACE      DU CENTRE                  
PLACE      DE VALGORGE MAIRIE         
CHEMIN     DU CHATEAU                 
PLACE      DE VALGORGE DE L AIRE      
PLACE      DU CHALAS                  
CHEMIN     DU CIMETIERE               
PLACE      DU CHAMBON                 
SQUARE     LES AMIS DE CHASTANET      
CHEMIN     DE COUCOURU                
CHEMIN     DE COUCOURON               
PLACE      DU COUDERC                 
CHEMIN     DE LA DECHARGE PUBLIQUE    
RUE        DE LA PIPELINE             
CHEMIN     DE L ECOLE                 
CHEMIN     DE L EGLISE                
PLACE      DE L EGLISE DE CHASTANET   
PLACE      DE L EGLISE DE ST MARTIN   
PLACE      DE L ESTRADE               
CHEMIN     DE L ESTRADE               
CHEMIN     DU FRAYSSE                 
CHEMIN     DE FRAYSSE                 
CHEMIN     DE GOUBERNARD              
PLACE      DE L AIRE DE VALGORGE      
PLACE      DE LA MAIRIE DE VALGORGE   
MTE        DE LA MAIRIE               
PLACE      DE LA MAIRIE               
CHEMIN     DU MAZEL                   
CHEMIN     DE LA MONTEE GENETS D OR   
RUE        DES ESCALIERS              
CHEMIN     DES GENETS D OR            
CHEMIN     DU TANARGUIER              
RUE        RUE LA CROIX               
RUE        INGOURNIER                 
RUE        PRADOME                    
RUE        TOURASSE                   
RUE        TOURASSE                   
RUE        FIGERE                     
RUE        LA CROIX                   
RUE        INGOURNIER                 
RUE        PRADOME                    
CHEMIN     DU TOURASSE                
RUE        LE NORD DE L EYRE          
RUE        FACTEUR PAULIN             
RUE        J VIELFAURE                
RUE        MAISON PARRAYRE            
RUE        MAISON FAYOLLE             
RUE        MAISON VEOL                
MTE        ESTRADE                    
RUE        QRT NORD DE CHASTANET BAS  
MTE        EYRIER                     
RUE        GARAGE EYRIER              
CHEMIN     DE FREYSSENET              
CHEMIN     DE LA ZAD NORD             
CHEMIN     DE LA ZAD SUD              
PLACE      DE LA BASCULE              
CHEMIN     DU RESERVOIR               
CHEMIN     DU STADE                   
CHEMIN     DE LA STATION D'EPURATION  
CHEMIN     DE REYNET                  
PLACE      SAINT ROCH                 
           commune :     VALLON PONT D'ARC              departement : ARDECHE                       
LOT        LES CIGALES                
LOT        LA LEUZIERE                
LOT        MOUREDON                   
LOT        QUARTIER RATIERE           
RESIDENCE  LES RIVES DE L'ARDECHE     
LIEU-DIT   ABRY DES AUDES             
LIEU-DIT   L ARAIGNEE                 
LIEU-DIT   ARDUC                      
LIEU-DIT   AYGUE BLANCHE              
LIEU-DIT   LA BARTHE                  
LIEU-DIT   BAS MOULIN                 
