20151101
23         CREUSE                        
LIEU-DIT   LES CHAMBRES               
LIEU-DIT   LE CHAMP DES CITERNES      
LIEU-DIT   LE CHAMP DES URNES         
LIEU-DIT   LES CHAMPS DE L EGLISE     
LIEU-DIT   LES CHAMPS POPY            
LIEU-DIT   LE CHARAILLE               
LIEU-DIT   LA CHATAIGNERAIE DE BOUSSE 
LIEU-DIT   CHATEAURENAUD              
LIEU-DIT   LES CHATRES                
LIEU-DIT   LE CHEIX                   
LIEU-DIT   CHEM DE VAREILLES          
LIEU-DIT   LE CHENE                   
LIEU-DIT   LE CHAMP VALLAIS           
LIEU-DIT   LES CIMADES                
LIEU-DIT   DU COLOMBIER               
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMMANDERIE             
LIEU-DIT   LES COMMUNS                
LIEU-DIT   CONVALETTE                 
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LA COUTURE DE LA CROIX     
LIEU-DIT   LA COUTURE DE MALONZE      
LIEU-DIT   LA COUTURE DES ARLOUS      
LIEU-DIT   LA COUTURE DU PUYCHEVRIER  
LIEU-DIT   LA CROIX PIERRE            
LIEU-DIT   LA CROIX ST MARTIAL        
LIEU-DIT   LA CROIX ST MARTIN         
LIEU-DIT   LE CROS CHERONNET          
LIEU-DIT   CROSMONT                   
LIEU-DIT   LES DAMES                  
LIEU-DIT   LES DARIES                 
LIEU-DIT   LES ESSOLES                
LIEU-DIT   L ETANG DU CHEIX           
LIEU-DIT   L ETANG NEUF               
LIEU-DIT   LA FANFARONNE              
LIEU-DIT   LA FONT AUX BAINS          
LIEU-DIT   LA FONT AUX MOINES         
LIEU-DIT   FONT BONNEAU               
LIEU-DIT   LA FONT DES MENUERS        
LIEU-DIT   LA FONT DES SOEURS         
LIEU-DIT   FONT GRENOUILLE            
LIEU-DIT   LA FOSSE AUX LOUPS         
LIEU-DIT   LES FOSSES                 
LIEU-DIT   LES FOSSES ST MICHEL       
LIEU-DIT   LE FOT                     
LIEU-DIT   LES GARENNES               
LIEU-DIT   GAUBUDIER                  
LIEU-DIT   LE GD MALONZE              
LIEU-DIT   LE GD NUY                  
LIEU-DIT   LA GDE PIECE               
LIEU-DIT   LA GDE PRADE               
LIEU-DIT   LES GDS BOIS               
LIEU-DIT   LES GDS FONDS              
LIEU-DIT   LES GDS PACAGES            
LIEU-DIT   LE GLAIS                   
LIEU-DIT   LE GOST BARNET             
LIEU-DIT   LES GOUTTES                
LIEU-DIT   LES GRANGES                
LIEU-DIT   LE GRATEDIS                
LIEU-DIT   LES GRAVIERES              
LIEU-DIT   LE GROS BUISSON            
LIEU-DIT   L HERMITAGE                
LIEU-DIT   LES HOMMES                 
LIEU-DIT   LES JALADES                
LIEU-DIT   LA JASSE                   
LIEU-DIT   LA JERAPHIE                
LIEU-DIT   LA JUSTICE DU BAS          
LIEU-DIT   LA JUSTICE DU HAUT         
LIEU-DIT   LA LANDE DE LA TOUR        
LIEU-DIT   LA LANDE DU GRAND NUY      
LIEU-DIT   LES LANDES                 
LIEU-DIT   LAS TOURS                  
LIEU-DIT   LATTAS                     
LIEU-DIT   LEZAT                      
LIEU-DIT   LES LIGNIERES              
LIEU-DIT   LE LIZOUX                  
LIEU-DIT   LES LOIS                   
LIEU-DIT   LA MALATERIE               
LIEU-DIT   MALHERBAUD                 
LIEU-DIT   LES MARSAGNES              
LIEU-DIT   LA MARTINE                 
LIEU-DIT   LE MAS                     
LIEU-DIT   MAUVERNY                   
LIEU-DIT   LE MAZAUDEIX               
LIEU-DIT   LE MONTEDOUR               
LIEU-DIT   LE MOULIN BAROT            
LIEU-DIT   MOULIN BROT                
LIEU-DIT   LE MOULIN DE BOUSSERESSE   
LIEU-DIT   LE MOULIN DE LA JASSE      
LIEU-DIT   LE MOUTET                  
LIEU-DIT   LES MURAILLES              
LIEU-DIT   LA NOFOND                  
LIEU-DIT   LE PARADIS                 
LIEU-DIT   LA PARONDELLE              
LIEU-DIT   A PERROT                   
LIEU-DIT   LE PETIT CHATEAU           
LIEU-DIT   LE PETIT CIMETIERE         
LIEU-DIT   LE PETIT MALONZE           
LIEU-DIT   LE PETIT NUY               
LIEU-DIT   LA PETITE PRADE            
LIEU-DIT   LES PETITES CHAPELLES      
LIEU-DIT   LES PETITES MAISONS        
LIEU-DIT   LE PEU BOURDEIX            
LIEU-DIT   PEU BRARES                 
LIEU-DIT   PEU DE GRAMONT             
LIEU-DIT   PEU DE LA GARDE            
LIEU-DIT   LE PEU DE LA RUE           
LIEU-DIT   LE PEU DE RANGEON          
LIEU-DIT   LE PEU DE SEDELLE          
LIEU-DIT   PEU DU FOT                 
LIEU-DIT   LE PEU FERRAT              
LIEU-DIT   LE PEU LAMBERT             
LIEU-DIT   LE PEU PENDU               
LIEU-DIT   PEUROCHE                   
LIEU-DIT   LES PEUX                   
LIEU-DIT   LE PEUX D ATOUX            
LIEU-DIT   LE PEUX DE CLOUX           
LIEU-DIT   LES PEUX PAGNOUX           
LIEU-DIT   LES PEYRILLADES            
LIEU-DIT   LES PIECES SAGNES          
LIEU-DIT   LA PIERRE DEBOUT           
LIEU-DIT   LA PISSEROTTE              
LIEU-DIT   LES PLACES                 
LIEU-DIT   LES PLACINS                
LIEU-DIT   LES PLOUS                  
LIEU-DIT   LE POIRIER CLAVAUD         
LIEU-DIT   LES POIRIERS GIRAUD        
LIEU-DIT   LE PONT                    
LIEU-DIT   LE PONT NEUF               
LIEU-DIT   LES POTENCES               
LIEU-DIT   LA POUYADE                 
LIEU-DIT   LE PRE DE LA FORET         
LIEU-DIT   LE PRE LONG                
LIEU-DIT   LES PRES DE LA ROUDIERE    
LIEU-DIT   LE PUY CHEVRIER            
LIEU-DIT   LE PUY DE CHIROUX          
LIEU-DIT   LE PUY DE PREMONT          
LIEU-DIT   PUY LA PIERRE              
LIEU-DIT   LE PUYCHARRAUD             
LIEU-DIT   PUYMAILLAT                 
LIEU-DIT   QRT DE LA GARE             
LIEU-DIT   LES RANGEADES              
LIEU-DIT   LA RIBIERE DES VACHES      
LIEU-DIT   LA RIBIERE DU PUY CHIROUX  
LIEU-DIT   LES RIBIERES               
LIEU-DIT   RIBOUX                     
LIEU-DIT   LES RICASSES               
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LES ROSIERS                
LIEU-DIT   LES ROUDETS                
LIEU-DIT   LA ROUDIERE                
LIEU-DIT   LA RUE                     
LIEU-DIT   LA SAGNE                   
LIEU-DIT   SAGNE BARRAUD              
LIEU-DIT   LA SAGNE DE MARS           
LIEU-DIT   LE SAUZET                  
LIEU-DIT   LA SEGUINE                 
LIEU-DIT   SOUS LA VILLE              
LIEU-DIT   SOUS LES GRANDS BOIS       
LIEU-DIT   SOUS PEUROCHE              
LIEU-DIT   ST EUTROPE                 
LIEU-DIT   LE STADE                   
LIEU-DIT   LES TAILLADES              
LIEU-DIT   LA TERRE DU CHAT           
LIEU-DIT   LA TERRE NOIRE             
LIEU-DIT   LES TERRES DE BESSAC       
LIEU-DIT   LES TERRES DES TILLEULS    
LIEU-DIT   LES TERRES VIEILLES        
LIEU-DIT   LES TILLEULS               
LIEU-DIT   LA TOUCHE                  
LIEU-DIT   LA TOUR DE BRIDIERS        
LIEU-DIT   LA TRELLE                  
LIEU-DIT   LA VERGNADE                
LIEU-DIT   LES VERGNES                
LIEU-DIT   LE VIEUX BRIDIERS          
LIEU-DIT   LA VILLE                   
LIEU-DIT   LE BOIS DE CHATEAURENAUD   
LIEU-DIT   LA FONT DE LA RUE          
LIEU-DIT   L ETANG ROMPU              
LIEU-DIT   MALONZE                    
LIEU-DIT   ZONE INDUSTRIELLE          
LIEU-DIT   L ECLUSE                   
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA ROSERAIE                
LIEU-DIT   LA RIBIERE                 
RUE        ALBERT BLANCHET            
RUE        ALBERT CHAPUT BRIDIERS     
RUE        DE LA FONT A LA DAME       
RUE        ALEXANDRE BETOLAUD         
RUE        AMEDEE CARIAT              
PLACE      AMEDEE LEFAURE             
RUE        DU DOC GIGON               
RUE        ARMAND GUILLAUMIN          
RUE        ANDRE METIVIER             
RUE        ANDRE ET GUY PICOTY        
RUE        ANDRE POUTONNET BRIDIERS   
RUE        AUGUSTE COULON             
PLACE      D ARMES                    
RUE        DES BAINS                  
RUE        BARTHELHEMY AUZANNET       
CHEMIN     DES BECHES BRIDIERS        
BOULEVARD  BELMONT                    
PLACE      DE BERNHAUSEN              
ROUTE      DE LA BERTHONNIERE         
RUE        DE BESSEREIX               
RUE        DU BOIS BIMBY              
CHEMIN     DU BOIS DU BREUIL          
RUE        DU BOIS DU LOUP            
CHEMIN     DE BREITH BRIDIERS         
ROUTE      DE BOUSSERESSE             
RUE        DU BRIBARD                 
IMPASSE    DES BUTTES                 
PLACE      DU CHAMP DE FOIRE          
AVENUE     CHARLES DE GAULLE          
RUE        DE LA CHATAIGNERAIE        
RUE        DU CHAMP VALLAIS           
CHEMIN     DU CHEIX                   
ALLEE      DU CHEIX                   
RUE        DU CIMETIERE               
RUE        DES CITES                  
RUE        DU CDT MARTIN              
RUE        CLAUDE MONET               
RUE        DU COQ                     
RUE        DE LA COSSE BRIDIERS       
IMPASSE    DE LA CROIX PIERRE         
PLACE      DE LA CROIX PIERRE         
RUE        DE LA CROIX PIERRE         
RUE        LUCIEN DAGUET BRIDIERS     
RUE        DESCARTES                  
PLACE      DOCTEUR EMILE PARRAIN      
RUE        DU DOC GIGON               
RUE        DU DOC PHILIPPE BRIDOT     
ROUTE      DE DUN LE PALESTEL BRIDIER 
CHEMIN     DE L ECLUSE                
ALLEE      DE L ECLUSE                
RUE        DES ECOLES                 
CHEMIN     DES ECOLIERS               
PLACE      DE L EGLISE                
IMPASSE    DES ERABLES BRIDIERS       
RUE        EUGENE ALLUAUD             
RUE        DE L ESCULAPE              
PLACE      FILDERSTADT                
CHEMIN     DE LA FANFARONNE           
CHEMIN     DE L ETANG ROMPU           
RUE        DE LA FONT A LA DAME       
RUE        FERNAND VILLARD            
RUE        DE LA FONT AUX MOINES      
RUE        FONT FROIDE                
PLACE      DU FORT                    
RUE        DES FOSSES DES CANARDS     
RUE        DES HAUTS DE LA SEGUINE    
RUE        DES FOSSES DES GENTILS     
RUE        DES FOSSES FONT AUX MOINES 
RUE        DES FOSSES ST JEAN         
RUE        DES FOSSES ST MICHEL       
RUE        DU FOUR                    
RUE        DU FOUR A CHAUX            
RUE        FRANCOIS DURAND            
ROUTE      DE FURSAC                  
PLACE      DE LA GARE                 
IMPASSE    DE LA GARE                 
IMPASSE    DU GAUBUDIER               
RUE        RENE GAUTRON BRIDIERS      
AVENUE     DU GEN LECLERC             
RUE        GEORGE SAND                
RUE        GEORGES MARLAUD            
AVENUE     GEORGES POMPIDOU           
BOULEVARD  GERBAUD                    
ROUTE      DE GUERET                  
RUE        DU GUICHET                 
RUE        GUY GEOFFRE                
RUE        HENRI NATUREL              
RUE        HENRI PLUYAUD              
RUE        DE L HERMITAGE             
RUE        HTE ST MICHEL              
RUE        HYACINTHE MONTAUDON        
RUE        JACQUES CHARPENTIER        
ALLEE      JAMES MARANGE              
ALLEE      DES JARDINS                
AVENUE     JEAN JAURES                
BOULEVARD  JEAN MOULIN                
CITE       JEAN MACE                  
RUE        JEAN PAUL SARTRE           
IMPASSE    JEHANNE CROSMONOT          
CHEMIN     DE LA JERAPHIE             
PLACE      JOACHIM DU CHALARD         
AVENUE     JOLIOT CURIE               
RUE        JULES FERRY                
RUE        JULES LADOUMEGUE           
CHEMIN     DE LA JUSTICE              
           QUARTIER DE LAVAUD         
RUE        DE LAVAUD                  
RUE        LEO LAGRANGE               
AVENUE     DE LA LIBERATION           
AVENUE     DE LA LIBERTE              
SQUARE     DE LA LIBERTE              
ROUTE      DE LIMOGES                 
RUE        DE LIMOGES                 
RUE        DU LT ARMAND               
RUE        DU LIZOU                   
RUE        LOUIS FRANCOIS             
CHEMIN     DE LUSSAC                  
CHEMIN     DE MAGNAC LAVAL            
BOULEVARD  DU 8 MAI 1945              
PLACE      DE LA MAIRIE               
RUE        DE MALHERBAUD              
PLACE      DU MARCHE                  
PLACE      DU MARCHE AU BLE           
RUE        DU MARCHE AU BLE           
RUE        MARCEL DURAND              
RUE        MARTIN NADAUD              
REMPART    DU 19 MARS                 
RUE        MAURICE GENEVOIS           
RUE        MAURICE GIBOUIN            
RUE        MAURICE JEUNIAUX           
RUE        MAURICE ROLLINAT           
IMPASSE    DES MERISIERS              
AVENUE     MERMOZ                     
BOULEVARD  MESTADIER                  
PLACE      MONTAUDON BOUSSERESSE      
RUE        NEUVE                      
RUE        DE NOGE                    
PASS       DES OISEAUX                
AVENUE     DE PARIS                   
ROUTE      DE PARIS                   
RUE        DE LA PARONDELLE           
RUE        PASCAL                     
AVENUE     PASTEUR                    
RUE        PAUL BERT                  
CHEMIN     DES PENTES                 
RUE        DES PENTES                 
RUE        DU PEU DE SEDELLE          
RUE        DES PEUPLIERS              
CHEMIN     DE PEUROCHE                
RUE        DES PEYRILLADES            
RUE        PIERRE DE COUBERTIN        
CHEMIN     DE LA PIERRE  DEBOUT       
AVENUE     DU PONT NEUF               
RUE        DU PORTAIL                 
PASS       DES PORTEURS D EAU         
RUE        DES POULETTES              
ALLEE      DES PRES DES SOEURS        
RUE        DE LA PRISON               
RUE        DU PUY CHARRAUD            
RUE        DU PUYCHARRAUD             
RUE        DU PUY ROMAIN BRIDIERS     
RUE        DE LA RAMPE                
RUE        RAYMOND JOYEUX             
RUE        RAYMOND LABROUSSE          
RUE        DE LA RENAUDIERE           
RUE        RENE BRUAT                 
RUE        RENE DUCROS                
RUE        RENE GILLET                
AVENUE     DE LA REPUBLIQUE           
ALLEE      DU RHIN                    
BOULEVARD  ROGER GARDET               
RUE        DE LA ROUDIERE             
RUE        DE LA SAGNE BARRAUD        
CHEMIN     DE LA SAGNE BARRAUD        
RUE        SALVADOR ALLENDE           
RUE        DU SAUZET                  
RUE        DE LA SEGUINE              
RUE        SERPENTE                   
ROUTE      DE AGNANT DE VERSILLAT     
ROUTE      DE ST HILAIRE LA TREILLE   
RUE        ST JACQUES                 
PLACE      ST JACQUES                 
RUE        ST JOSEPH                  
RUE        ST MICHEL                  
IMPASSE    ST MICHEL                  
           QUARTIER ST MICHEL         
RUE        DES TOILES                 
CHEMIN     DE LA TOUR                 
RUE        DE LA TOUR DE BRIDIERS     
RUE        DU TOURNIQUET ST JACQUES   
RUE        DES TUMULUS                
REMPART    VICTOR RENAUD              
RUE        DE LA VIGNE                
SQUARE     XAVIER BELETOUT            
RUE        YVES FESNEAU               
ESPLANADE  YVES FURET                 
           commune :     SAINT-AGNANT-DE-VERSILLAT      departement : CREUSE                        
LOT        DU BOURG                   
LOT        DE LA SEDELLE              
LOT        LES GRANDS CHAMPS          
ZI         ZONE INDUSTRIELLE          
LIEU-DIT   AURIOUX                    
LIEU-DIT   LES AUTARDS                
LIEU-DIT   BALATOUT                   
LIEU-DIT   LE BAS DU BOURG            
LIEU-DIT   BEAUTRIBEAU                
LIEU-DIT   LES BEDEROTS               
LIEU-DIT   LES BEGES                  
LIEU-DIT   BELLEFOND                  
LIEU-DIT   LES BETOULLES              
LIEU-DIT   LE BOIS BRULE              
LIEU-DIT   BOIS DE LA COTE            
LIEU-DIT   LE BOIS PRIOUX             
LIEU-DIT   LA BORDE                   
LIEU-DIT   BOUCHARDON                 
LIEU-DIT   LE BOUCHERON               
LIEU-DIT   LE BRAC                    
LIEU-DIT   LA BRANDE                  
LIEU-DIT   LA BRANDE D EN BAS         
LIEU-DIT   LA BRANDE DU PONT          
LIEU-DIT   LES BRETONNIERES           
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LA CAFFARDERIE             
LIEU-DIT   LA CARTELADE               
LIEU-DIT   CHABRAT                    
LIEU-DIT   LA CHADROLLE               
LIEU-DIT   CHAMPET                    
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   LES CHAMPS BLANCS          
LIEU-DIT   CHANSAUX                   
LIEU-DIT   LES CHASSAGNES             
LIEU-DIT   LES CHATAIGNERS            
LIEU-DIT   CHATENEUIL                 
LIEU-DIT   LE CHAUDRON                
LIEU-DIT   CHAUVIGNOUX                
LIEU-DIT   LA CHAVAILLE               
LIEU-DIT   LA CHENEDIERE              
LIEU-DIT   LES CLOTRES                
LIEU-DIT   LE CLUZEAU                 
LIEU-DIT   LES COMBES                 
LIEU-DIT   LA COUSTIERE               
LIEU-DIT   LES COUTURES               
LIEU-DIT   LA CROIX                   
LIEU-DIT   LA CUEILLERE               
LIEU-DIT   LES CURADES                
LIEU-DIT   LES DOGES                  
LIEU-DIT   LES EPINASSOUX             
LIEU-DIT   ESSOUBY                    
LIEU-DIT   LES FEBERS                 
LIEU-DIT   LES FERBOUS                
LIEU-DIT   LES FONDS DE PUNET         
LIEU-DIT   LES FONTENAILLES           
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LE GAVIEZ                  
LIEU-DIT   LE GOBERE                  
LIEU-DIT   GOST VACHER                
LIEU-DIT   LE GOUENET                 
LIEU-DIT   LA GOUTTE A REUILLAT       
LIEU-DIT   GOUTTE AU MEILLER          
LIEU-DIT   LA GOUTTE AU PAIS          
LIEU-DIT   LA GOUTTE DU FOT           
LIEU-DIT   LES GOUTTES                
LIEU-DIT   LES GOUTTES BRUNES         
LIEU-DIT   DES GOUTTES CHAUDES        
LIEU-DIT   LES GOUTTES NOIRES         
LIEU-DIT   LES GOUTTES SIMONNE        
LIEU-DIT   GRAND CHEMIN               
LIEU-DIT   LE GRAND COURET            
LIEU-DIT   GRAND MANZE                
LIEU-DIT   LE GRAND NEAUD             
LIEU-DIT   GRAND PATURAL              
LIEU-DIT   GRAND PRE                  
LIEU-DIT   LA GRANDE GORTE            
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE PIERRE           
LIEU-DIT   LA GRANDE VERGNOLLE        
LIEU-DIT   LES GRANDS PATURAUX        
LIEU-DIT   GRANDS PRES                
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANGES                
LIEU-DIT   LES GUILLEMOTS             
LIEU-DIT   LES JARRIGES               
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LAGE DU BEAU               
LIEU-DIT   LA LANDE DE BERNE          
LIEU-DIT   LES LANDES                 
LIEU-DIT   LASCOUX                    
LIEU-DIT   LASCROUX                   
LIEU-DIT   LES LATTES                 
LIEU-DIT   LAUMONE                    
LIEU-DIT   LEMINADE                   
LIEU-DIT   LIEUX                      
LIEU-DIT   LA MAISON NEUVE            
LIEU-DIT   LES MAISONS                
LIEU-DIT   MALMORT                    
LIEU-DIT   LE MARCHAT                 
LIEU-DIT   MARTEIX                    
LIEU-DIT   MAZEGOUX                   
LIEU-DIT   MAZEROLLE                  
LIEU-DIT   LE MAZEROUX                
LIEU-DIT   MONT MERLE                 
LIEU-DIT   MOULIN DE CHANSAUX         
LIEU-DIT   MOULIN NEUF                
LIEU-DIT   MOULIN PORCHER             
LIEU-DIT   LES MOULINS                
LIEU-DIT   LES PAS                    
LIEU-DIT   LE PATURAL DES MAS         
LIEU-DIT   PATURAL GAILLARD           
LIEU-DIT   LES PATURAUX               
LIEU-DIT   LA PERELLE                 
LIEU-DIT   LES PERELLES               
LIEU-DIT   LE PETIT COURREIX          
LIEU-DIT   PETIT MANZE                
LIEU-DIT   LA PETITE PIEGERIE         
LIEU-DIT   LA PETITE PIERRE           
LIEU-DIT   LE PEU FERRAT              
LIEU-DIT   PEUBROT                    
LIEU-DIT   PEUCHAUD                   
LIEU-DIT   PEUDOUEIX                  
LIEU-DIT   PEUFERIER                  
LIEU-DIT   PEUPLAT                    
LIEU-DIT   PEUROLLADE                 
LIEU-DIT   PEUVINAUD                  
LIEU-DIT   PEUX CHATELUS              
LIEU-DIT   PEUX DE MANZE              
LIEU-DIT   PEUX DE SAINT MARTIN       
LIEU-DIT   LE PEUX MARGOUX            
LIEU-DIT   PEUX MORTUERA              
LIEU-DIT   LA PEYRE                   
LIEU-DIT   PEYRELADRE                 
LIEU-DIT   LA PIEGERIE                
LIEU-DIT   LES PLACES                 
LIEU-DIT   POMMEROUX                  
LIEU-DIT   LA PORCHERE                
LIEU-DIT   LES POUGES                 
LIEU-DIT   LA PRADELLE                
LIEU-DIT   LES PRADES                 
LIEU-DIT   PRE GRAS                   
LIEU-DIT   PRE NEUF                   
LIEU-DIT   LES PRES LUNET             
LIEU-DIT   LA PRUGNE                  
LIEU-DIT   LES PRUGNES                
LIEU-DIT   LE PUY HORS                
LIEU-DIT   PUY ROLLAND                
LIEU-DIT   LES QUARTIERS              
LIEU-DIT   LA REBEYROLLE              
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   DES RIBIERES               
LIEU-DIT   ROCHILLARD                 
LIEU-DIT   LA SAGNE                   
LIEU-DIT   LES SAUVAGES               
LIEU-DIT   LES SAUZES                 
LIEU-DIT   LE SEIX                    
LIEU-DIT   LA SETEREE                 
LIEU-DIT   LE TEILLOU                 
LIEU-DIT   LE TERME                   
LIEU-DIT   TERRES DES LANDES          
LIEU-DIT   LES TRIMOULAS              
LIEU-DIT   LES VAUZELLES              
LIEU-DIT   LA VERGNE                  
LIEU-DIT   LA VILLEAUGOUEIX           
LIEU-DIT   VILLEBERTHE                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LA LANDE                   
LIEU-DIT   LA PETITE VERGNOLLE        
LIEU-DIT   LES RIBIERES               
LIEU-DIT   LA TERRADE                 
LIEU-DIT   L ETANG                    
LIEU-DIT   SOUS L ETANG               
LIEU-DIT   SOUS LA COUSTIERE          
LIEU-DIT   LES PRES DE LIEUX          
LIEU-DIT   LE PONT                    
LIEU-DIT   BELLEVUE                   
LIEU-DIT   LA VERGNOLLE               
IMPASSE    DE BARDOU                  
RUE        CENTRALE                   
RUE        EUGENE PESAS               
ROUTE      DE LA SOUTERRAINE          
CHEMIN     DU LAVOIR                  
ROUTE      DE MANZE                   
IMPASSE    DE MOULIN BRAUD            
RUE        DE LA PLACE                
RUE        ST ETIENNE                 
ROUTE      DU STADE                   
CHEMIN     DE LA FONTAINE             
           commune :     SAINT AGNANT PRES CROCQ        departement : CREUSE                        
LIEU-DIT   BELLEVUE                   
LIEU-DIT   BEST                       
LIEU-DIT   BONNE FONT ET FONT DE HAUT 
LIEU-DIT   LES BOUEIX                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOUTINIERGUE               
LIEU-DIT   LA BUIGE LONGUE            
LIEU-DIT   LES BUIGES                 
LIEU-DIT   CHAPAL                     
LIEU-DIT   CHAPAL SUD                 
LIEU-DIT   LA CHASSAGNADE             
LIEU-DIT   CHAVARDEIX                 
LIEU-DIT   CHENERAILLES               
LIEU-DIT   LE CHER                    
LIEU-DIT   CHEZ DONY                  
LIEU-DIT   CIBARTEIX                  
LIEU-DIT   LES COMBELLES              
LIEU-DIT   LA COTE                    
LIEU-DIT   CREUX DE L IMAGE           
LIEU-DIT   LA CROIX DE SAINT ABEDON   
LIEU-DIT   DOUGIER                    
LIEU-DIT   DOUGNAT ET LA COMBE        
LIEU-DIT   L ECLAUSE                  
LIEU-DIT   FRETELLE                   
LIEU-DIT   GANDOULY                   
LIEU-DIT   GOURD                      
LIEU-DIT   LA GOURSOLLE               
LIEU-DIT   GRANDE PRAIRIE             
LIEU-DIT   LE LOGIS                   
LIEU-DIT   LOGIS DE CHAPAL            
LIEU-DIT   LONGEVIALLE                
LIEU-DIT   MONTDURAND                 
LIEU-DIT   LE MONTGOUYARD             
LIEU-DIT   MONTGOUYARD                
LIEU-DIT   MONTMANEIX                 
LIEU-DIT   MONTPLAISIR                
LIEU-DIT   MORNEIX EST                
LIEU-DIT   MORNEIX                    
LIEU-DIT   NAUD DE CORPS ET LA BESSE  
LIEU-DIT   NOUDIERE                   
LIEU-DIT   PANOULIERE                 
LIEU-DIT   PATURAL DU CHAUMELAUD      
LIEU-DIT   PEALOUSE                   
LIEU-DIT   PETIT PUY                  
LIEU-DIT   PINTAPARIS                 
LIEU-DIT   PLANTADIS                  
LIEU-DIT   PLANTADIS NORD EST         
LIEU-DIT   PRE MIGNARD                
LIEU-DIT   PRETAUD                    
LIEU-DIT   LES PUEUX DE RETAUD        
LIEU-DIT   PUY BRUGER                 
LIEU-DIT   PUY DE CHAPAL              
LIEU-DIT   PUY DE LA BARRE ET PUY ROU 
LIEU-DIT   PUY DE LA REIX             
LIEU-DIT   PUY DES GOULES             
LIEU-DIT   PUY DU FAUX                
LIEU-DIT   PUY ROCHER ET PUY DE LAUDE 
LIEU-DIT   SAINT MICHEL               
LIEU-DIT   LES SALLES                 
LIEU-DIT   LE THEIL                   
LIEU-DIT   LE THILLEUL                
LIEU-DIT   TIGOULEIX                  
LIEU-DIT   LA VAUDELLE                
LIEU-DIT   LA VERGNETTE               
LIEU-DIT   VIERS                      
LIEU-DIT   LA VILLETTE                
LIEU-DIT   LA CLIDE                   
           commune :     SAINT ALPINIEN                 departement : CREUSE                        
LIEU-DIT   LES ALLOUX                 
LIEU-DIT   LE BACAUD                  
LIEU-DIT   DE BAGNOLLE                
LIEU-DIT   LA BESSE                   
LIEU-DIT   LES BESSES                 
LIEU-DIT   LES BESSES SUD             
LIEU-DIT   BINGE DU MAS               
LIEU-DIT   LA BINGE                   
LIEU-DIT   LA BINGE NORD              
LIEU-DIT   BINGE VIEILLE              
LIEU-DIT   BOIS DE LA CHAUMETTE       
LIEU-DIT   BOIS DE LA GANE            
LIEU-DIT   BOIS DES BARGES            
LIEU-DIT   BOIS DU MAZELON            
LIEU-DIT   BOIS DU MEUNIER            
LIEU-DIT   BOIS DU POIRIER            
LIEU-DIT   BOIS DU PRIEUR             
LIEU-DIT   LE BOUEIX                  
LIEU-DIT   BOUEJADOUX                 
LIEU-DIT   LE BOUEJOUX                
LIEU-DIT   LES BOULAUDS               
LIEU-DIT   LES BOUQUETS               
LIEU-DIT   LA BOURDETTE               
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BRUGES                 
LIEU-DIT   CACHEPAUX                  
LIEU-DIT   LES CANARDES               
LIEU-DIT   LA CARTELADE               
LIEU-DIT   LES CAURADES               
LIEU-DIT   LA CAURE                   
LIEU-DIT   CHABANETTE                 
LIEU-DIT   LES CHABANNES              
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   LE CHAMP                   
LIEU-DIT   LE CHAMP NORD              
LIEU-DIT   LE CHAMP OUEST             
LIEU-DIT   CHAMP VIEILLE              
LIEU-DIT   CHATEGRIOUX                
LIEU-DIT   CHASSIOUX                  
LIEU-DIT   LA CHAUD                   
LIEU-DIT   LA CHAUMETTE               
LIEU-DIT   LES CHAUSSADES             
LIEU-DIT   LA CHAUX                   
LIEU-DIT   LE CHAVADY                 
LIEU-DIT   CHEMIN FERRE               
LIEU-DIT   LES CHEZ                   
LIEU-DIT   CHEZ L AGE                 
LIEU-DIT   CHEZ RUCHON                
LIEU-DIT   CHEZ SANDILLON             
LIEU-DIT   LA CHIROUZE                
LIEU-DIT   LES CLAPIERS               
LIEU-DIT   LES CLAUCHETTES            
LIEU-DIT   LA CLIDIERE                
LIEU-DIT   LE CLIDOUX                 
LIEU-DIT   LES CLOS                   
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMBE NORD              
LIEU-DIT   COMBE ROGIER               
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COMBETTES              
LIEU-DIT   LES COMMUNAUX              
LIEU-DIT   CORPS DU BOIS              
LIEU-DIT   LA COTE                    
LIEU-DIT   LES COTES                  
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LES COUTURES               
