20151101
06         ALPES MARITIMES               
CHEMIN     DES SANTOLINES             
RUE        DU TENNIS                  
CHEMIN     VC 2 DU TILLEUL            
CHEMIN     DE TOUR LONG               
CHEMIN     DE LA VALLEE HEUREUSE      
CHEMIN     DES VEYANS VC 8            
ACH        ANC CHEM DES VEYANS VC 51  
CHEMIN     DU VILLAGE VC 23           
CHEMIN     DE LA VOIE ROMAINE VC 22   
CHEMIN     DE LA ZONE ARTISANALE NO 2 
           commune :     TOUDON                         departement : ALPES MARITIMES               
LIEU-DIT   L ACLAP                    
LIEU-DIT   ALPASSA                    
LIEU-DIT   LA BALMASSA                
LIEU-DIT   LA BARGIAUS                
LIEU-DIT   LA BARRE                   
LIEU-DIT   LE BAS SAGNET              
LIEU-DIT   BONAFIGLIA                 
LIEU-DIT   BOUISSIERA                 
LIEU-DIT   CASTELLON                  
LIEU-DIT   LA CERISE                  
LIEU-DIT   CIASTELAS                  
LIEU-DIT   CIAVARLINA                 
LIEU-DIT   CO D EUGENIA               
LIEU-DIT   LA COLETTA                 
LIEU-DIT   COLLET DEI RAOULES         
LIEU-DIT   LA COMBA                   
LIEU-DIT   LES COMBAS                 
LIEU-DIT   CONDAMINA                  
LIEU-DIT   LA COUA D AMPAUS           
LIEU-DIT   COUASTA                    
LIEU-DIT   COUASTA CIAUDIERA          
LIEU-DIT   LA CRUX                    
LIEU-DIT   FATOUNE                    
LIEU-DIT   FONDS DE LA VILLE          
LIEU-DIT   LA FONDUA                  
LIEU-DIT   FOUAN DE SAMBUC            
LIEU-DIT   FRAOUL                     
LIEU-DIT   GABERGIA                   
LIEU-DIT   HAMEAU DE VESCOUS          
LIEU-DIT   LE HAUT SAGNET             
LIEU-DIT   HAUT SAN ROMAN             
LIEU-DIT   IBAC                       
LIEU-DIT   L INFERNET                 
LIEU-DIT   LAI VALLIERAS              
LIEU-DIT   LAUGIARDA                  
LIEU-DIT   LI MOULINES                
LIEU-DIT   LOU CLAUS                  
LIEU-DIT   LOU COUNSACH               
LIEU-DIT   LOU FALICON                
LIEU-DIT   LOU GABAREL                
LIEU-DIT   LOU GANDALET               
LIEU-DIT   LOU JINCHIE                
LIEU-DIT   LOU PLANET                 
LIEU-DIT   LOU RAYET                  
LIEU-DIT   LOU SERRET                 
LIEU-DIT   LOU TOUASC                 
LIEU-DIT   LOU TOUROUN                
LIEU-DIT   LA MAISON BLANCHE          
LIEU-DIT   MANFOUSSAT                 
LIEU-DIT   MOULIERA                   
LIEU-DIT   PAOUA                      
LIEU-DIT   LA PARA                    
LIEU-DIT   LES PARTIAS                
LIEU-DIT   PAS D ESTEVE               
LIEU-DIT   LA PAUVETTA                
LIEU-DIT   PEIRA LONGIA               
LIEU-DIT   PEIRAFOUQUIN               
LIEU-DIT   LA PINEA                   
LIEU-DIT   PIOUNSOU                   
LIEU-DIT   PLAN DE RIOULA             
LIEU-DIT   PLANA                      
LIEU-DIT   PLANTAOU                   
LIEU-DIT   PRUNAIRASSA                
LIEU-DIT   SA PUA                     
LIEU-DIT   LA REFUEILLA               
LIEU-DIT   LA RIFUEILLIA              
LIEU-DIT   LA RITRACCIA               
LIEU-DIT   ROCCIAS                    
LIEU-DIT   ROUNSOUN                   
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SAN GIOUAN                 
LIEU-DIT   SAN ROMAN                  
LIEU-DIT   SAUMA ROUSSA               
LIEU-DIT   SEBAIRONS                  
LIEU-DIT   SOTTA SAN GIOUAN           
LIEU-DIT   SOUCA D EN AVAL            
LIEU-DIT   SOUS CHARBONNIER           
LIEU-DIT   SOUS LE PAS D ESTEVE       
LIEU-DIT   SOUS SEBAIRON              
LIEU-DIT   SUBRE SAN GIOUAN           
LIEU-DIT   TORNOO                     
LIEU-DIT   LA TRAILLA                 
LIEU-DIT   VALESTREUS                 
LIEU-DIT   LE VALLON                  
LIEU-DIT   VER L ISSART SOUBRAN       
LIEU-DIT   VERS L IERA                
LIEU-DIT   VERS L ISSART              
LIEU-DIT   VERS L ISSART SOUTRAN      
LIEU-DIT   VERS L OUART               
LIEU-DIT   VERS LI PLANA              
LIEU-DIT   VESCOUS HAUT               
LIEU-DIT   VESCOUS SOUTRAN            
LIEU-DIT   VIGNA ROMANA               
LIEU-DIT   LES VIGNAS                 
LIEU-DIT   VILLAGE DE TOUDON          
LIEU-DIT   VOU DI MARS                
LIEU-DIT   SERIE DOMANIALE RTM DE TOU 
PLACE      BELLEVUE A VESCOUS         
RUE        DU BREC                    
CAE        TABAOU                     
RUE        DU CIMETIERE               
ROUTE      DE LA COMBA                
PLACE      DE L EGLISE                
RUE        ESTERNAOU                  
RUE        DU FOUR                    
RUE        HAUTE                      
RUE        DU HAUT DU VILLAGE         
ROUTE      DU MONT VIAL               
RUE        DU MOULIN                  
PTTE       PLACETTE                   
RUE        DU PONTIS                  
RUE        PRINCIPALE                 
TRA        LA TRAVE                   
TRA        LA TRAVERSE                
PLACE      DU VALLAT                  
RUE        DU VALLAT                  
PASSAGE    DU VALLON                  
           commune :     TOUET-DE-L ESCARENE            departement : ALPES MARITIMES               
LIEU-DIT   L ADRECH                   
LIEU-DIT   ALBERA                     
LIEU-DIT   LES BAOUS                  
LIEU-DIT   LA BARMA                   
LIEU-DIT   BAUSSET                    
LIEU-DIT   BENECH                     
LIEU-DIT   BESTANI                    
LIEU-DIT   BLANCHIERES                
LIEU-DIT   LES BONDES                 
LIEU-DIT   BRESCOULA                  
LIEU-DIT   LA BUGA                    
LIEU-DIT   CALONGIA                   
LIEU-DIT   LES CAMPONS                
LIEU-DIT   CHAMP DU MOULIN            
LIEU-DIT   LE CLOUOT                  
LIEU-DIT   LA COLLA                   
LIEU-DIT   LA COURTASSE               
LIEU-DIT   GHIRAUT                    
LIEU-DIT   LA GRAYE                   
LIEU-DIT   LA GROTTA                  
LIEU-DIT   LES JONCHIERES             
LIEU-DIT   LI FAISCIA                 
LIEU-DIT   LI PLANTIERA               
LIEU-DIT   LOU CLOT                   
LIEU-DIT   LOU MORTISSON              
LIEU-DIT   LOU PRATE                  
LIEU-DIT   LOU ROCAS                  
LIEU-DIT   LOU ROUCAS                 
LIEU-DIT   LOU SERRE                  
LIEU-DIT   LOU SERRET                 
LIEU-DIT   LA MOLA                    
LIEU-DIT   L ORTI                     
LIEU-DIT   PEIRA FUEUK                
LIEU-DIT   PEIRAGROSSA                
LIEU-DIT   PIERRE FEU                 
LIEU-DIT   LES PINS                   
LIEU-DIT   LES PREISSES               
LIEU-DIT   REVEL                      
LIEU-DIT   LES RIBAYES                
LIEU-DIT   SAINT SAUVEUR              
LIEU-DIT   VALLIERAS                  
LIEU-DIT   LA VELLANEE                
LIEU-DIT   LA VIGNA                   
LIEU-DIT   VIGNETTA                   
LIEU-DIT   LE VILLAGE                 
CHEMIN     DU CHALET                  
RUE        DE L EGLISE                
PLACE      DE L EGLISE                
VC         DES ESCAIONS               
RUE        DES ESPRAS                 
CHEMIN     DE FAISCIA                 
PASSAGE    DE LA FONTAINE             
RUE        DU FOUR                    
AVENUE     DE LA GARE                 
PASSAGE    DU MOULIN                  
ROUTE      NATIONALE                  
CHEMIN     DE PEIRA FUEUK             
PASSAGE    DU POUNTIN                 
RUE        DU PRESBYTERE              
MTE        DU TRACOAL                 
PASSAGE    DU TRIBUNAL                
RUE        VENTADOUR                  
           commune :     TOUET-SUR-VAR                  departement : ALPES MARITIMES               
LIEU-DIT   ADRECH DE CHANOULE         
LIEU-DIT   ADRECH DE SUEZ             
LIEU-DIT   APARAT                     
LIEU-DIT   BARAQUIN                   
LIEU-DIT   BAUCHIER                   
LIEU-DIT   BRECH                      
LIEU-DIT   CASTELLAN                  
LIEU-DIT   CASTRIER                   
LIEU-DIT   CHABASSE                   
LIEU-DIT   CHAMP DE MARTHE            
LIEU-DIT   CHANOULE                   
LIEU-DIT   CHAUSSEMINE                
LIEU-DIT   CLAPIERE                   
LIEU-DIT   CLOUAT                     
LIEU-DIT   LA CLUO                    
LIEU-DIT   COLLET DE DOUODAI          
LIEU-DIT   COLLET DE GAMAGNAN         
LIEU-DIT   COLLET DE LA PEIRVO        
LIEU-DIT   COLLET DE PY DE LAUTARD    
LIEU-DIT   COLLET DE PY DERBI         
LIEU-DIT   COLLET DE SAINT HONORE     
LIEU-DIT   LA COLLETTE                
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE FRERE                
LIEU-DIT   COMBE HAUTE                
LIEU-DIT   COMBETTE                   
LIEU-DIT   LA COSTE                   
LIEU-DIT   COSTE CHAUDE               
LIEU-DIT   FRAISSEUEO                 
LIEU-DIT   FUON LONGUE                
LIEU-DIT   LES GABRES                 
LIEU-DIT   GAMAGNAN                   
LIEU-DIT   LA GOURGETTE               
LIEU-DIT   GRANGES                    
LIEU-DIT   GRANGES DE BOULIER         
LIEU-DIT   INTERMINE                  
LIEU-DIT   LAUVETTE                   
LIEU-DIT   LEOUZE                     
LIEU-DIT   LOZIERE                    
LIEU-DIT   MARUEFFI                   
LIEU-DIT   NIVOLON                    
LIEU-DIT   NOTRE DAME                 
LIEU-DIT   OLIVIER                    
LIEU-DIT   LA PEIRUO                  
LIEU-DIT   LES PERIERES               
LIEU-DIT   PLAN                       
LIEU-DIT   PLAN SOTTEIRAN             
LIEU-DIT   LE PLANTIER                
LIEU-DIT   PRAZ DE BLANC              
LIEU-DIT   LE PUY                     
LIEU-DIT   RAULUME                    
LIEU-DIT   LES SAGNES                 
LIEU-DIT   SAINT ANTOINE              
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SOU VILLARS                
LIEU-DIT   SOUBROUGNASSE              
LIEU-DIT   SUEZ                       
LIEU-DIT   LA TIRE                    
LIEU-DIT   TOURNEL                    
LIEU-DIT   VALLIERE                   
LIEU-DIT   VE LES RENES               
LIEU-DIT   VELLOIRON                  
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VIGNE DE LA ROSE           
LIEU-DIT   VILLAGE                    
LIEU-DIT   VILLETTE                   
LIEU-DIT   FORET DOMANIALE DU CIANS   
LIEU-DIT   SERIE DOM RTM DE TOUET SUR 
LIEU-DIT   LES   MOULIERES            
CHEMIN     DE L APPARAT               
IMPASSE    VINCENT AURIOL             
RUE        DU CANAL DU CIANS          
CHEMIN     DE LA CLAPIERE             
PLACE      DE  CLOMESNIL              
ROUTE      RENE COTY                  
RUE        DU CHATEAU                 
AVENUE     DESIRE  NIEL               
IMPASSE    PAUL DOUMER                
AVENUE     GASTON DOUMERGUE           
CHEMIN     DE L'ECOLE                 
CHEMIN     DES ECOLIERS               
PLACE      DE   L EGLISE              
RUE        DE L'ESCALIER              
RUE        ARMAND FALLIERES           
RUE        FELIX FAURE                
CHEMIN     DU FOUR                    
AVENUE     JEAN   GIAUFFRET           
AVENUE     DU GENERAL DE GAULLE       
MTE        DES GRANGES                
PLACE      LA PLACETTE                
RUE        DES    MOULINS             
RUE        DU LAVOIR                  
IMPASSE    EMILE LOUBET               
CHEMIN     DES NAIGES                 
CHEMIN     DE NICE                    
ROUTE      NATIONALE 202              
CHEMIN     DE NIVOLLON                
CHEMIN     DES OLIVIERS               
IMPASSE    DES OUARTS                 
PASSAGE    DU PONTET                  
CHEMIN     DE     THIERY              
AVENUE     GEORGES POMPIDOU           
ROUTE      DE PRAZ DE BLANC           
PASSAGE    DE LA RESISTANCE           
CHEMIN     DE RONDE                   
RUE        DES    TUFFS               
CHEMIN     DE SAINT ANTOINE           
ROUTE      DE SAINT ANTOINE           
PLACE      DU PLANET                  
MTE        SAINT JEAN                 
RUE        DE LA VALLIERE             
           commune :     LA TOUR                        departement : ALPES MARITIMES               
HLM        LES  LAVANDIERES           
LIEU-DIT   ACCO DE PIGNOUN            
LIEU-DIT   ACCO DE ROUBIN             
LIEU-DIT   ACCO DE ROUX               
LIEU-DIT   ADREC                      
LIEU-DIT   L ADRECH                   
LIEU-DIT   L ADRET DE GINOIRE         
LIEU-DIT   L ADRET DE LA COSTE        
LIEU-DIT   L ADRET DE LA ROUBINE      
LIEU-DIT   L ADRET DE RIO FREI        
LIEU-DIT   L ADRET DE ROUESTE         
LIEU-DIT   L ADRET DERIPERT           
LIEU-DIT   L ADRET DES ROUTONS        
LIEU-DIT   LES ADRETS                 
LIEU-DIT   AGAGE                      
LIEU-DIT   AIDEVENS                   
LIEU-DIT   L ARENA                    
LIEU-DIT   L ARENIER                  
LIEU-DIT   ARI DE POURI               
LIEU-DIT   ASPRAS                     
LIEU-DIT   AUTRANNE                   
LIEU-DIT   BALMASSA                   
LIEU-DIT   LA BALMASSE                
LIEU-DIT   BALME GROS                 
LIEU-DIT   BALMOND                    
LIEU-DIT   BANDIETTA                  
LIEU-DIT   LES BAOUX                  
LIEU-DIT   BAOUX DE FOUISSAC          
LIEU-DIT   LES BAOUX INFERIEURS       
LIEU-DIT   BARMA D IMPRUNIERA         
LIEU-DIT   BARMA DI CORNO             
LIEU-DIT   LE BAS BREGEONNIER         
LIEU-DIT   BASSE PIERE FICA           
LIEU-DIT   LE BEAL                    
LIEU-DIT   LE BELLET                  
LIEU-DIT   BELUGIA                    
LIEU-DIT   BERNALAU                   
LIEU-DIT   BERTHA                     
LIEU-DIT   LA BLANCHERIA              
LIEU-DIT   BOE                        
LIEU-DIT   BOIS NOIR                  
LIEU-DIT   BOISSA                     
LIEU-DIT   BONNET                     
LIEU-DIT   BOVIS                      
LIEU-DIT   LES BREGEONNIERES          
LIEU-DIT   BREMONT                    
LIEU-DIT   BREUIL                     
LIEU-DIT   LES BRUNS                  
LIEU-DIT   LE BRUSC                   
LIEU-DIT   LE BRUSC SUPERIEUR         
LIEU-DIT   LA BUISSIERA               
LIEU-DIT   CABANAL                    
LIEU-DIT   LES CABANES                
LIEU-DIT   LE CAIRON                  
LIEU-DIT   LA CANDINARDE BASSE        
LIEU-DIT   LA CANDINARDE HAUTE        
LIEU-DIT   CASAL                      
LIEU-DIT   CASTEL MAURIN              
LIEU-DIT   LE CASTELLAR               
LIEU-DIT   CHAMP RION                 
LIEU-DIT   CHAMPS DEVILLARS           
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHIAMPOUN                  
LIEU-DIT   LE CHIANET                 
LIEU-DIT   CIABANETTA EST             
LIEU-DIT   CIABANETTA OUEST           
LIEU-DIT   CIASTIA                    
LIEU-DIT   CIAUDABUONA                
LIEU-DIT   LE CIAUL                   
LIEU-DIT   LE CLAUS                   
LIEU-DIT   LE CLAUT                   
LIEU-DIT   LE CLAUT OUEST             
LIEU-DIT   LE CLOT                    
LIEU-DIT   LE CLOT DE ROUSSILLON      
LIEU-DIT   CO DE VISTAN               
LIEU-DIT   COBLAVE                    
LIEU-DIT   COL DE MONIGAS             
LIEU-DIT   COLLE ES POUES             
LIEU-DIT   LE COLLET                  
LIEU-DIT   LE COLLET DE CHIAMOUX      
LIEU-DIT   COLLET DE FISCALE          
LIEU-DIT   LE COLLET DES PADRES       
LIEU-DIT   LE COLLET DU FOUR          
LIEU-DIT   LE COLLET ROUGE            
LIEU-DIT   LA COLLETTA                
LIEU-DIT   LA CONDAMINE               
LIEU-DIT   CORNIAL                    
LIEU-DIT   LA COSTA                   
LIEU-DIT   LA COSTE                   
LIEU-DIT   LE COUCHANT D ALBAREA      
LIEU-DIT   LE COURTIL                 
LIEU-DIT   LE COUSTA                  
LIEU-DIT   CREMASSORIN INFERIEUR      
LIEU-DIT   CREMASSORIN SUPERIEUR      
LIEU-DIT   CRISTINI                   
LIEU-DIT   CRIVELIAS                  
LIEU-DIT   LA CROIX                   
LIEU-DIT   CUL BELTRAS                
LIEU-DIT   LA DOUCE                   
LIEU-DIT   L ENTREE                   
LIEU-DIT   EST DE MORTIS              
LIEU-DIT   EUSIERA                    
LIEU-DIT   LES EUZIERES               
LIEU-DIT   FON DA MILO EST            
LIEU-DIT   FON DA MILO OUEST          
LIEU-DIT   FOND NOVELLE               
LIEU-DIT   LA FONT                    
LIEU-DIT   FONTETTE                   
LIEU-DIT   LA FORET                   
LIEU-DIT   FOUREST DES BAOUX          
LIEU-DIT   LE FOURNE                  
LIEU-DIT   FUMAUX                     
LIEU-DIT   LE GAGET                   
LIEU-DIT   LA GARDETTA                
LIEU-DIT   GARDIVOLE                  
LIEU-DIT   GERBON                     
LIEU-DIT   GERMAIN                    
LIEU-DIT   LA GIBA                    
LIEU-DIT   GILLI                      
LIEU-DIT   LA GINESTIERE              
LIEU-DIT   GINOIRA                    
LIEU-DIT   LES GORGES                 
LIEU-DIT   LES GORGES INFERIEURES     
LIEU-DIT   LA GORGETTA                
LIEU-DIT   GOUSSOULET                 
LIEU-DIT   LA GRANIGETTA              
LIEU-DIT   LE HAUT CUL BELTRAS        
LIEU-DIT   LE HAUT FOURNES            
LIEU-DIT   HAUTE PEIRE FICA           
LIEU-DIT   L HUBAC DE RIPERT          
LIEU-DIT   L IBAC DE LA VILLETTA      
LIEU-DIT   L IBAC DE MOLINIERA        
LIEU-DIT   INCESTIAS                  
LIEU-DIT   LE IVIGNAS MARTINA         
LIEU-DIT   JAUSSERAND                 
LIEU-DIT   LES LAOUS                  
LIEU-DIT   LA LAUSETTA                
LIEU-DIT   LA LENTIGIA                
LIEU-DIT   LEUGIARDA                  
LIEU-DIT   LIBAC                      
LIEU-DIT   LES LIGNES                 
LIEU-DIT   LA LIMITE                  
LIEU-DIT   LOMBARDS                   
LIEU-DIT   LUBAC                      
LIEU-DIT   MANGIARDA                  
LIEU-DIT   LE MARTINET                
LIEU-DIT   MARTINI                    
LIEU-DIT   MAURINA                    
LIEU-DIT   MOURETTA                   
LIEU-DIT   NORD DE MORTIS             
LIEU-DIT   NOVELLE                    
LIEU-DIT   OUEST DE MORTIS            
LIEU-DIT   LA PARA                    
LIEU-DIT   PARAIRE                    
LIEU-DIT   PEIREIRAS                  
LIEU-DIT   PERTUS                     
LIEU-DIT   PERTUSIERA                 
LIEU-DIT   PIN NOUVEL                 
LIEU-DIT   PISSARELLA                 
LIEU-DIT   PLAN DE NAVAL              
LIEU-DIT   LE PLANAS                  
LIEU-DIT   PLANTON                    
LIEU-DIT   LE PONT                    
LIEU-DIT   AU PONT SAINTJEAN          
LIEU-DIT   LES POUES                  
LIEU-DIT   LE POUX                    
LIEU-DIT   LES PRAS                   
LIEU-DIT   LA PUAOU                   
LIEU-DIT   LA PUAOU BASSE             
LIEU-DIT   LA PUAOU HAUTE             
LIEU-DIT   RANCHA BOUIA               
LIEU-DIT   LE RAOU                    
LIEU-DIT   LE RAY                     
LIEU-DIT   LE RENOOU                  
LIEU-DIT   REPARAOU                   
LIEU-DIT   LE RIASSON                 
LIEU-DIT   RIGAGNON                   
LIEU-DIT   RIO FREI                   
LIEU-DIT   RIPERT                     
LIEU-DIT   LA RIVIERE                 
LIEU-DIT   LA ROUBINE                 
LIEU-DIT   ROUESTE                    
LIEU-DIT   ROUSSILLON                 
LIEU-DIT   LA ROUTA                   
LIEU-DIT   ROUTETTA                   
LIEU-DIT   LES ROUTONS                
LIEU-DIT   LA ROYERE                  
LIEU-DIT   LA RUOCCIA                 
LIEU-DIT   SAINT GRAS                 
LIEU-DIT   SAINT JEAN                 
LIEU-DIT   SAINT SEBASTIEN            
LIEU-DIT   SAINTE ELISABETH           
LIEU-DIT   SARDARIOU                  
LIEU-DIT   LA SERRA                   
LIEU-DIT   LE SERRE                   
LIEU-DIT   SERRE DE CHAMBASSE         
LIEU-DIT   SERRE DES MURAILLES        
LIEU-DIT   LE SERRET                  
LIEU-DIT   SOLVERA                    
LIEU-DIT   SOTTA LA BARRA             
LIEU-DIT   SOUS LA VILLE              
LIEU-DIT   SOUS LES BARRES            
LIEU-DIT   SUC                        
LIEU-DIT   SUC DE NEGOSSI             
LIEU-DIT   LE SUD DES BAOUX           
LIEU-DIT   LE SUQUET                  
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LA TUILIERE                
LIEU-DIT   L UBAC D AGAGE             
LIEU-DIT   L UBAC D ALBAREA           
LIEU-DIT   L UBAC DE BONNET           
LIEU-DIT   L UBAC DE BREGONNIERE      
LIEU-DIT   L UBAC DE CHIANET          
LIEU-DIT   L UBAC DES PADRES          
LIEU-DIT   LA VALLEE                  
LIEU-DIT   VALLEIRETTA                
LIEU-DIT   LE VALLEYRON               
LIEU-DIT   LES VERGERS                
LIEU-DIT   LA VIA DE NIZA NORD        
LIEU-DIT   LA VIA DE NIZA SUD         
LIEU-DIT   LA VIGNASSA                
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VIGNES DE LA TOUR          
LIEU-DIT   VILLAGE DE LA TOUR         
LIEU-DIT   LA VILLETTA                
LIEU-DIT   LA VILLETTA DE BAS         
LIEU-DIT   LA VILLETTA DE HAUT        
LIEU-DIT   ZERPS                      
LIEU-DIT   LA   CASETTE               
LIEU-DIT   LE  CASTEL                 
LIEU-DIT   LE   PUY                   
LIEU-DIT   ROUBINAS                   
PLACE      DE  LA  CASETTE            
VC         CIDEX                      
RUE        DU    COURTAVES            
RUE        DE  L EGLISE               
RUE        DU    FOUR                 
RUE        LONGUE                     
PLACE      DU   PUITS                 
RUE        DU    PUITS                
PLACE      DU    ROUBINAS             
RUE        DU    ROUBINAS             
           commune :     TOURETTE-DU-CHATEAU            departement : ALPES MARITIMES               
LIEU-DIT   L ADRECH                   
LIEU-DIT   AIGRETTAS                  
LIEU-DIT   BAGNAORS                   
LIEU-DIT   BALNA DE LA MOURIERA       
LIEU-DIT   BAOMETTAS                  
LIEU-DIT   LES BARRES                 
LIEU-DIT   BERBINIERA                 
LIEU-DIT   BERLET                     
LIEU-DIT   BOUISSIERA                 
LIEU-DIT   BREC                       
LIEU-DIT   BUFFA                      
LIEU-DIT   CARBONNIER                 
LIEU-DIT   CHABANAS                   
LIEU-DIT   CHIARDONEAS                
LIEU-DIT   CLOT DE GARNA              
LIEU-DIT   COLLET DE CHIABRIEL        
LIEU-DIT   LA COLLETTA                
LIEU-DIT   CONDAMINA                  
LIEU-DIT   COSTA                      
LIEU-DIT   CROAS                      
LIEU-DIT   LA CROUX                   
LIEU-DIT   CUGNAS D ARNAUD            
LIEU-DIT   LA CUOLA                   
LIEU-DIT   CUONCIAS                   
LIEU-DIT   LA DOUSSE                  
LIEU-DIT   FANDALAORA                 
LIEU-DIT   FONTETTAS                  
LIEU-DIT   FUONT D AUDI               
LIEU-DIT   GANDALET                   
LIEU-DIT   GLIARA                     
LIEU-DIT   L IBAC                     
LIEU-DIT   IERA                       
LIEU-DIT   L ISSARTAS                 
LIEU-DIT   LAORIA                     
LIEU-DIT   LAVIERA                    
LIEU-DIT   LI CROTTAS                 
LIEU-DIT   LI TESTA                   
LIEU-DIT   LOU BUOSC                  
LIEU-DIT   LUNARDA                    
LIEU-DIT   LA MEIRA                   
LIEU-DIT   MEYANS                     
LIEU-DIT   MONT LION                  
LIEU-DIT   MOURIERA                   
LIEU-DIT   PAOLO                      
LIEU-DIT   LA PARRAN                  
LIEU-DIT   LE PILON                   
LIEU-DIT   PINDADOUI                  
LIEU-DIT   PLAN                       
LIEU-DIT   PREIRAS                    
LIEU-DIT   LA RABIERA                 
LIEU-DIT   RIBAS                      
LIEU-DIT   SAINT GRAT                 
LIEU-DIT   SAINT MICHEL               
LIEU-DIT   SAINT ROMAN                
LIEU-DIT   SAINT ROMON                
LIEU-DIT   SERRE                      
LIEU-DIT   SERRET                     
LIEU-DIT   SOTO LO PUONT              
LIEU-DIT   LES SOUCHAS                
LIEU-DIT   LA TEULIERA                
LIEU-DIT   TOURRETTE                  
LIEU-DIT   TRALIMON                   
LIEU-DIT   TRAVERSA                   
LIEU-DIT   VEOLIOU                    
LIEU-DIT   VIGNASSA                   
LIEU-DIT   VILLAGE DE TOURRETTE       
LIEU-DIT   VIOLIOU                    
LIEU-DIT   SERIE DOM RTM DE TOURETTE  
CALL       AUGUSTE GASTAUD            
CHEMIN     DES CHARDONEAS             
RUE        DU CHATEAU                 
ROUTE      DU COL SAINT MICHEL        
CHEMIN     DE LA COUSSIERE            
IMPASSE    DE L'ECOLE                 
PLACE      DE LA FONTAINE             
RUE        DU FOUR                    
CHEMIN     DE LA FUON D'AUDI          
PLACE      DE L'ORME                  
CHEMIN     DE LA PARRAN               
RUE        DU PONTIS                  
CHEMIN     DES RIBAS                  
PLACE      SAINTE ANNE                
CHEMIN     SAINT GRAT                 
RUE        SOUS L'EGLISE              
ROUTE      DE TOURETTE                
           commune :     TOURNEFORT                     departement : ALPES MARITIMES               
LIEU-DIT   L ADRECH                   
LIEU-DIT   AL BOSQUET                 
LIEU-DIT   BAGIER                     
LIEU-DIT   BALMASSE                   
LIEU-DIT   LES BAUS                   
LIEU-DIT   BELLE VIGNE                
LIEU-DIT   LA BOUSSONA                
LIEU-DIT   LE BRASCHET                
LIEU-DIT   LA BROCA                   
LIEU-DIT   BUONA FUONTE               
LIEU-DIT   CHAPELLE                   
LIEU-DIT   CIALENCIA                  
LIEU-DIT   CIAMBONSON                 
LIEU-DIT   LA CIME SOUTRANA           
LIEU-DIT   LE CLUOT                   
LIEU-DIT   CODEGLES                   
LIEU-DIT   LA COLLE                   
LIEU-DIT   COLLET DE L IBAC           
LIEU-DIT   COLLET DE LA BUONA FONTE   
LIEU-DIT   COLLET DE LA POVIERA       
LIEU-DIT   LE COLLET DE LA VILLE      
LIEU-DIT   LE COLLET DES CLAOS        
LIEU-DIT   LE COLLET DU PONT          
LIEU-DIT   LE COLLET LARGE            
LIEU-DIT   LE COLLET LONG             
LIEU-DIT   LA COLLETA                 
LIEU-DIT   LA COSTA                   
LIEU-DIT   LA COURBAISSE BASSE        
LIEU-DIT   LA COURBAISSE HAUTE        
LIEU-DIT   LA CURNIA NORD             
LIEU-DIT   LA CURNIA SUD              
LIEU-DIT   LA CURNIA SUPERIEURE       
LIEU-DIT   DERRIERE L EGLISE          
LIEU-DIT   DETEIL                     
LIEU-DIT   LES FILAGNAS               
LIEU-DIT   LA FORET DE PICIALVE       
LIEU-DIT   LA FUONTE                  
LIEU-DIT   LE GABRE NORD              
LIEU-DIT   LE GABRE SUD               
LIEU-DIT   LA GARDETTA                
LIEU-DIT   LES GRANGES                
LIEU-DIT   LA GRAVA                   
LIEU-DIT   LA GUARDIVUOLA             
LIEU-DIT   L IBAC                     
LIEU-DIT   IBAC DE FALOURDE           
LIEU-DIT   IBAGAS ET CONSACIA         
LIEU-DIT   ISSARTON                   
LIEU-DIT   JONCHIER NORD              
LIEU-DIT   JONCHIER SUD               
LIEU-DIT   LAIRETTE                   
LIEU-DIT   LESCUISSIERA               
LIEU-DIT   LES NOUGIERAS              
LIEU-DIT   L ORME                     
LIEU-DIT   LA PALU                    
LIEU-DIT   LA PARA                    
LIEU-DIT   LA PARA SOUS VILLE         
LIEU-DIT   PICIALVE                   
LIEU-DIT   PINCINIERA                 
LIEU-DIT   LA PINEA                   
LIEU-DIT   LE PONT                    
LIEU-DIT   PORTETTA                   
LIEU-DIT   LA POVIERA                 
LIEU-DIT   ROQUE D ESTEVE             
LIEU-DIT   LA ROUIERA                 
LIEU-DIT   LA ROUSSA                  
LIEU-DIT   LES SAGNES                 
LIEU-DIT   SAINT JAMES                
LIEU-DIT   SAINT MARTINET             
LIEU-DIT   SAMBUCIA                   
LIEU-DIT   SAUME                      
LIEU-DIT   SEUILLET                   
LIEU-DIT   SOUS LE BESTAGNO           
LIEU-DIT   SOUS SAINT ANTOINE         
LIEU-DIT   SPAIRONS                   
LIEU-DIT   LES TINES                  
LIEU-DIT   LES TINES NORD             
LIEU-DIT   LA TRAIA                   
LIEU-DIT   LES TRAVERSES              
LIEU-DIT   LES TUNES                  
LIEU-DIT   VEFOUGAS                   
LIEU-DIT   VELLONGIN                  
LIEU-DIT   VESCORN                    
LIEU-DIT   VIBRIGIA                   
LIEU-DIT   LE VILLAGE                 
