20151101
94         VAL DE MARNE                  
ALLEE      DE L ESPERANCE             
RUE        DE L ETOILE                
RUE        FELIX FAURE                
IMPASSE    DE LA FERME                
IMPASSE    DE LA FERME AUX PUCES      
CHEMIN     DE LA FEUILLEE             
CITE       DES FLEURS                 
SENTIER    DE LA FONTAINE DE MAI      
RUE        DE LA FONTAINE DU MAI      
ALLEE      LA FOSSE AUX BICHES        
AVENUE     FOREAU                     
ALLEE      DES FRENES                 
RUE        DES FRENES                 
ALLEE      GALILEE                    
AVENUE     DE LA GARE                 
IMPASSE    DE LA GARENNE              
RUE        DE LA GARENNE              
ALLEE      DE GASCOGNE                
PLACE      DU GENERAL DE GAULLE       
RUE        DU GEN LECLERC             
RUE        DES GENETS                 
ROUTE      DE LA GRANGE               
RUE        DU   SALLE                 
RUE        DES GROTTES                
RUE        DU GUE                     
ALLEE      DE GUYENNE                 
RUE        GUYNEMER                   
RUE        DE L HERMINE               
ALLEE      DES HETRES                 
RUE        HENRI DUNANT               
ALLEE      DES JACINTHES              
           JARDINS DE VILLECRESNES    
RUE        JEAN CAVAILLES             
RUE        JEAN MOULIN                
SENTIER    DES JOLIVETTES             
RUE        DES JONQUILLES             
RUE        DES JUBENNES               
SENTIER    DES JUBENNES               
PLACE      JULES LEMAITRE             
ALLEE      DE LA JUSTICE              
RUE        JULES VERNE                
ALLEE      JULES VERNE                
PASSAGE    JULES VERNE                
PLACE      LEONARD DE VINCI           
RUE        DU LIEUTENANTT DAGORNO     
RUE        DES LIEVRES                
ALLEE      DES LILAS                  
CHEMIN     DE LA LISIERE              
RUE        DES LOGETTES               
CHEMIN     DES LORRAINS               
CHEMIN     DES MACONS                 
SENTIER    DES MACONS                 
RUE        DES MAHONIAS               
RUE        DU MAI                     
AVENUE     DE LA MAIRIE               
RUE        DE MANDRES                 
SENTIER    DE LA MARE VERTE           
RUE        DES MARDELLES              
RUE        DU MARECHAL FOCH           
RUE        DU MAL LECLERC             
RUE        DES MERLES                 
ALLEE      DES MESANGES               
RUE        MONDEFAIRE                 
CHEMIN     DU MONT EZARD              
SENTIER    DU MONT EZARD              
ALLEE      DU MUGUET                  
RUE        DE LA MUTUALITE            
RUE        DE L ORANGERIE             
RUE        DU PARC                    
RUE        PASTEUR                    
RUE        PAUL DOUMER                
RUE        DES PERDRIX                
CHEMIN     DES PERREUX                
RUE        DES PERVENCHES             
PLACE      DES PEUPLIERS              
ALLEE      PIERRE DE RONSARD          
RUE        DU PIGEONNIER              
ALLEE      DE LA PLACE                
RUE        DES PLANTES                
SENTIER    DES PLANTES                
RUE        DU POIRIER DE FER          
CHEMIN     DU PONT DE PARIS           
CHEMIN     DES POUTILS                
           LDT POTAGER DU CHATEAU     
RUE        DE LA PRAIRIE              
ALLEE      DES PRIMEVERES             
CHEMIN     DU QUARTIER                
RUE        DE LA RADIO                
ALLEE      DU RELAIS                  
ALLEE      DU RENARD                  
RUE        DU REVEILLON               
BOULEVARD  RICHERAND                  
IMPASSE    RICHERAND                  
ALLEE      DES ROSEAUX                
RUE        DES ROSEAUX                
RUE        DE LA ROSERAIE             
RUE        DES ROSES                  
CHEMIN     DES ROSSIGNOLS             
ALLEE      ROYALE                     
CRS        DIT DE LA BOURGOGNE        
CRS        N 1 DE VALENTON A          
CHEMIN     DE LA ROULEE               
CR         N 31 DIT DE LA FONTAINE    
CRS        N 10 DIT DES MEUNIERS      
ALLEE      DES SABLONS                
CHEMIN     DE LA SABLIERE             
IMPASSE    DE LA SABLIERE             
ALLEE      SAINT HUBERT               
ALLEE      DES SAULES                 
RUE        DES SAULES                 
RUE        DU SENTIER                 
RUE        DE LA SOMME                
RUE        DE LA SOURCE               
RUE        DE LA STATION              
ALLEE      DES SYCOMORES              
ALLEE      DES TAMARIS                
ALLEE      DES TILLEULS               
RUE        DES TILLEULS               
RUE        DE LA TOURNELLE            
SENTIER    DE LA TOURNELLE            
RUE        TRAVERSIERE                
RUE        DE VALENTON                
RUE        DE VALENTON                
CHEMIN     DE LA VALLEE               
CHEMIN     DE VAUX                    
CHEMIN     VERT                       
ALLEE      VERTE                      
IMPASSE    VERTE                      
CHEMIN     DE LA VIEILLE RUE          
IMPASSE    DU VILLAGE                 
RUE        DE VILLECRESNES            
RUE        DE VILLENEUVE              
RUE        DES VIOLETTES              
VOIE       PROJETEE                   
CHEMIN     D YERRES A BRIE COMTE ROBE 
RUE        D YERRES                   
           commune :     VILLEJUIF                      departement : VAL DE MARNE                  
RESIDENCE  LES GRANDS CHAMPS          
RESIDENCE  LA PLAINE                  
CITE       DES LOZAITS                
RESIDENCE  MOULIN DES BASSINS         
RESIDENCE  LES ROSES ROUGES           
LIEU-DIT   LES BARMONTS               
LIEU-DIT   LA BASSE BRUYERE           
LIEU-DIT   CONARD                     
LIEU-DIT   LES ENFERS                 
LIEU-DIT   LA FOSSE AUX CHEVAUX       
LIEU-DIT   LA HAUTE BRUYERE           
LIEU-DIT   LE LION D OR               
LIEU-DIT   LES LOZAITS                
LIEU-DIT   LES MONTS CUCHETS          
LIEU-DIT   LE MONTS PETRINS           
LIEU-DIT   LA PETITE BRUYERE          
LIEU-DIT   LE PLATRAS                 
LIEU-DIT   LES PLATRAS                
LIEU-DIT   LES SABLONS DE LA BRUYERE  
LIEU-DIT   LES VAUX DE ROME           
LIEU-DIT   REDOUTE DE HAUTES BRUYERES 
AUTOROUTE  DU SUD A 6                 
AUTOROUTE  A 5                        
           METRO LEO LAGRANGE         
           METRO LOUIS ARAGON         
           METRO P V COUTURIER        
RUE        ALEXANDRE DUMAS            
RUE        ALFRED DE MUSSET           
ALLEE      DES ALOUETTES              
ALLEE      ALPHONSE DAUDET            
RUE        AMBROISE CROIZAT           
VILLA      D'AMONT                    
RUE        ANATOLE FRANCE             
RUE        ANDRE BRU                  
ALLEE      ANDRE GUYONNET             
RUE        ANDRE ROBERT               
RUE        ARAGO                      
RUE        ARMAND GOURET              
PLACE      AUGUSTE DELAUNE            
RUE        AUGUSTE DELAUNE            
RUE        AUGUSTE RENOIR             
PLACE      AUGUSTE RODIN              
RUE        AUGUSTE PERRET             
RUE        DE L'AVENIR                
RUE        BABEUF                     
VOIE       BAUDELAIRE                 
RUE        BEAUMARCHAIS               
ALLEE      BEAUSOLEIL                 
RUE        DU BEL AIR                 
VILLA      DU BELVEDERE               
SENTIER    BENOIT MALON               
ALLEE      BERLIOZ                    
RUE        BERTHELOT                  
RUE        BIZET                      
RUE        BLANQUI                    
IMPASSE    DU BOIS BRIARD             
ALLEE      DES BOSQUETS               
RUE        DE BRETAGNE                
IMPASSE    BRIVE                      
VILLA      DES BRUYERES               
ALLEE      CAMELINAT                  
SQUARE     CAMELINAT                  
RUE        CAMILLE BLANC              
RUE        CAMILLE DESMOULINS         
ALLEE      CAPITAINERIE DES CHASSES   
IMPASSE    CARDET                     
RUE        CARNOT                     
PASSAGE    CASSINI                    
RUE        DU CASTEL                  
IMPASSE    CEZANNE                    
RUE        DE LA CHAPELLE             
AVENUE     DES CHARDONS               
PASSAGE    CHARLES DEHAN              
SENTIER    CHARLES FOURRIER           
SQUARE     DE LA CHARMOIE             
BOULEVARD  CHASTENET DE GERY          
RUE        DE CHEVILLY                
VOIE       CHOPIN                     
IMPASSE    DES CHRYSANTHEMES          
VOIE       CLAUDE DEBUSSY             
RUE        DU CLOS FLEURI             
VILLA      DU COLOMBIER               
AVENUE     DU COLONEL FABIEN          
RUE        DU COLONEL MARCHAND        
VILLA      DU CDT LOUIS BOUCHET       
RUE        DE LA COMMUNE              
SENTIER    DE LA COMMUNE              
RUE        CONDORCET                  
RUE        DES COQUETTES              
PASSAGE    CORNEILLE                  
RUE        COURBET                    
IMPASSE    COURTELINE                 
VOIE       DALOU                      
RUE        DANIEL FERY                
RUE        DANTON                     
RUE        DARWIN                     
RUE        DAUMIER                    
RUE        DAUPHIN                    
RUE        DELESCLUZE                 
RUE        DESCARTES                  
SENTIER    DES DEUX COMMUNES          
AVENUE     DE LA DIVISION LECLERC     
PLACE      DE LA DIVISION LECLERC     
PLACE      DU 17 OCTOBRE 1961         
RUE        DU 19 MARS 1962            
RUE        DU DR VINCENT ANTOMARCHI   
RUE        DU DR PAUL LAURENS         
RUE        DU DR PIERRE ROUQUES       
RUE        DU DOCTEUR PINEL           
RUE        DU DOCTEUR QUERY           
IMPASSE    DU DOCTEUR ROUX            
RUE        DU DOUZE FEVRIER           
PASSAGE    DUPONT                     
IMPASSE    DES ECOLES                 
RUE        EDMOND DUBOIS              
RUE        EDOUARD TREMBLAY           
RUE        EDOUARD VAILLANT           
PLACE      DE L'EGLISE                
RUE        EMILE BASTARD              
RUE        EMILE GOEURY               
RUE        EMILE ZOLA                 
SENTIER    EMILE ZOLA                 
IMPASSE    DE L'EPI D'OR              
RUE        DE L'EPI D'OR              
AVENUE     DE L'EPI D'OR              
RUE        DE L ERMITAGE              
IMPASSE    ERNEST RENAN               
RUE        DE L'ESPERANCE             
IMPASSE    DES ESSELIERES             
RUE        ETIENNE DOLET              
RUE        EUGENE PELLETAN            
RUE        EUGENE POTTIER             
RUE        EUGENE VARLIN              
ALLEE      DES FAUVETTES              
RUE        DES FAUVETTES              
RUE        FERNAND LEGER              
RUE        FERNAND PELLOUTIER         
ALLEE      DES FEUILLANTINES          
ALLEE      DES FLEURS                 
PASSAGE    DE LA FONTAINE             
PLACE      DE LA FONTAINE             
RUE        DU FOREZ                   
CITE       DU FORT                    
RUE        FRANCOIS BILLOUX           
REMPART    FRANCOIS MITTERRAND        
RUE        FRITSCH                    
PLACE      DES FUSILLES               
AVENUE     GABRIEL PERI               
IMPASSE    DE LA GAITE                
RUE        DE LA GAITE                
SENTIER    GALILEE                    
RUE        GAMBETTA                   
RUE        GASTON CANTINI             
RUE        DES GAZIERS                
REMPART    DU GENERAL DE GAULLE       
RUE        DE GENTILLY                
ALLEE      GEORGES BRAQUE             
VILLA      GEORGES BRASSENS           
RUE        GEORGES LEBIGOT            
PRV        GEORGES MARCHAIS           
RUE        GERARD PHILIPE             
ALLEE      DES GLYCINES               
AVENUE     DE GOURNAY                 
RUE        GRIFFUELHES                
RUE        GUILLAUME APOLLINAIRE      
RUE        DES GUIPONS                
RUE        GUSTAVE EIFFEL             
RUE        GUSTAVE FLAUBERT           
RUE        GUYNEMER                   
RUE        GUY MOQUET                 
AVENUE     DES HAUTES BRUYERES        
ALLEE      DES HAUTES SORRIERES       
RUE        DES HAUTS FOSSES           
ALLEE      HELENE BOUCHER             
RUE        HENRI BARBUSSE             
ALLEE      HENRI BECQUEREL            
RUE        HENRI LUISETTE             
RUE        HONORE DE BALZAC           
PLACE      DU HUIT MAI 1945           
ALLEE      DES HYDRANGELLES           
ALLEE      JACQUES BREL               
RUE        JACQUES DUCLOS             
VILLA      JACQUES PREVERT            
RUE        JACQUES GREGOIRE           
RUE        JEAN BAPTISTE BAUDIN       
RUE        JEAN BAPTISTE CLEMENT      
SQUARE     JEAN FERRAT                
IMPASSE    JEAN JACQUES ROUSSEAU      
RUE        JEAN JACQUES ROUSSEAU      
RUE        JEAN JAURES                
RUE        JEAN LURCAT                
RUE        JEAN MERMOZ                
RUE        JEAN MOULIN                
RUE        JEAN PROUVE                
MAIL       JESSE OWENS                
RUE        JOSEPH CARLIER             
RUE        JULES GUESDE               
RUE        JULES JOFFRIN              
RUE        JULES VALLES               
RUE        JULES VERNE                
PLACE      JULIAN GRIMAU              
RUE        KARL LIEBKNECHT            
SENTIER    KARL LIEBKNECHT            
AVENUE     KARL MARX                  
RUE        LAMARTINE                  
IMPASSE    LAVOISIER                  
PASSAGE    LENINE                     
ALLEE      LEO FERRE                  
ALLEE      LEONOR FINI                
RUE        LEON MOUSSINAC             
RUE        DE LA LIBERTE              
ALLEE      DES LILAS                  
PARC       DES LILAS                  
RUE        DU LION D'OR               
AVENUE     LOUIS ARAGON               
AVENUE     LOUIS BLERIOT              
RUE        LOUIS FABULET              
ALLEE      LOUISE BOURGEOIS           
RUE        LOUISE MICHEL              
IMPASSE    DES LOZAITS                
PLACE      LUCIEN CABOURET            
PLACE      DE LA MAIRIE               
RUE        MARAT                      
RUE        MARCEL GROSMENIL           
RUE        MARCEL PAUL                
VOIE       DES MARAICHERS             
RUE        MARGUERITE CHAPON          
ALLEE      MARGUERITE                 
PASSAGE    DES MARRONNIERS            
ALLEE      MATISSE                    
RUE        DU MASSIF CENTRAL          
BOULEVARD  MAXIME GORKI               
PLACE      MAURICE THOREZ             
MAIL       MAURICE BEJART             
PLACE      DU MERIDIEN                
RUE        DES MESANGES               
IMPASSE    MICHELET                   
RUE        MICHELET                   
CHEMIN     MILITAIRE                  
RUE        MOLIERE                    
ALLEE      DU MONUMENT                
IMPASSE    DES MONTS CUCHETS          
PROMENADE  DES MONTS GETS             
IMPASSE    MONTESQUIEU                
SENTIER    DU MOULIN                  
RUE        DU MOULIN DE SAQUET        
PLACE      DU MOUTIER                 
PASSAGE    DU MOUTIER                 
ALLEE      NIKI DE SAINT PHALLE       
IMPASSE    OCTAVE MIRBEAU             
PLACE      DES ONZE ARPENTS           
SENTIER    DES ONZE ARPENTS           
RUE        DU ONZE NOVEMBRE           
PLACE      OSCAR NIEMEYER             
SQUARE     PABLO NERUDA               
PLACE      PABLO PICASSO              
PLACE      DE LA PAIX                 
PROMENADE  DU PARC                    
RUE        DU PARC DES PTS ORMES      
AVENUE     DE PARIS                   
RUE        PARMENTIER                 
RUE        PASCAL                     
RUE        DES PASSEREAUX             
CITE       PASTEUR                    
RUE        PASTEUR                    
RUE        PAUL BERT                  
RUE        PAUL ELUARD                
PLACE      PAUL ELUARD                
SENTIER    PAUL LAFARGUE              
ESPLANADE  PIERRE YVES COSNIER        
AVENUE     PAUL VAILLANT COUTURIER    
BOULEVARD  PAUL VAILLANT COUTURIER    
RUE        DU PERE CHRISTIAN ROUSSIN  
ALLEE      DES PEPINIERES             
IMPASSE    DES PEUPLIERS              
VOIE       DES PETITS JARDINS         
MAIL       PIERRE DE COUBERTIN        
ALLEE      DES PINSONS                
RUE        PIERRE ET MARIE CURIE      
ALLEE      DES PLANTES                
RUE        DES PINSONS                
RUE        DES PLATANES               
RUE        DU PLATEAU                 
IMPASSE    DU POMMIER DU BOIS         
PTTE       DE LA RUE DE LA POMPE      
RUE        DU PONANT                  
VOIE       DES POSTES                 
RUELLE     AUX PRETRES                
MAIL       DU PR GEORGES MATHE        
PRV        DU PR GEORGES MATHE        
RUE        DE PROVENCE                
RUELLE     AUX PUITS                  
PASSAGE    DE LA PYRAMIDE             
IMPASSE    DU QUATORZE JUILLET        
SENTIER    RABELAIS                   
IMPASSE    RACINE                     
RUE        RAMEAU                     
RUE        RASPAIL                    
RUE        RAVEL                      
SENTIER    RAYMOND LEFEBVRE           
CHEMIN     DE LA REDOUTE              
ALLEE      REMBRANDT                  
RUE        RENE HAMON                 
RUE        RENE THIBERT               
RUE        RENE BALAYN                
AVENUE     DE LA REPUBLIQUE           
PASSAGE    DES RESERVOIRS             
RUE        REULOS                     
PASSAGE    RIVIERE                    
IMPASSE    ROBERT DUCHENE             
RUE        ROBESPIERRE                
RUE        ROGER MORINET              
IMPASSE    GEORGES ROHRI              
RUE        ROMAIN ROLLAND             
RUE        DE ROME                    
ALLEE      DU ROND POINT              
RUE        ROSA LUXEMBOURG            
VOIE       DES ROSES                  
RUE        ROSSINI                    
SENTIER    RURAL N 35                 
VOIE       DES SABLES                 
RUE        SACCO ET VANZETTI          
AVENUE     DU PRESIDENT ALLENDE       
PROMENADE  DES SAPEURS POMPIERS       
ALLEE      DU SAPIN BLEU              
IMPASSE    SAVRY                      
RUE        SEVERINE                   
RUE        SEVIN                      
SENTIER    DE SOUFFRANCE              
AVENUE     DE STALINGRAD              
RUE        SAINTE COLOMBE             
RUE        SAINT EXUPERY              
RUE        SAINT JUST                 
RUE        SAINT ROCH                 
SENTIER    SAINT SIMON                
IMPASSE    SAINTE YVONNE              
RUE        SAINTE YVONNE              
MAIL       SIMONE DE BEAUVOIR         
ALLEE      SONIA DELAUNAY             
VOIE       DES TAILLIS                
SENTIER    DU TELEGRAPHE              
RUE        TOLSTOI                    
CHEMIN     DE LA TOUR CARREE          
SENTIER    DU TROU FARY               
SENTIER    DES VAUDENAIRES            
SENTIER    DES VAUX DE ROME           
IMPASSE    DES VERBEUSES              
ALLEE      DU VERCORS                 
RUE        DE VERDUN                  
IMPASSE    DU VERGER                  
RUE        VERROLLOT                  
IMPASSE    VICTOR                     
RUE        VICTOR HUGO                
IMPASSE    VICTOR HUGO                
VEN        DU VIEUX BOURG             
RUE        DES VILLAS                 
VILLA      VIOLETTE                   
RUE        VOLTAIRE                   
RUE        XAVIER GUILLEMIN           
RUE        YOURI GAGARINE             
           commune :     VILLENEUVE LE ROI              departement : VAL DE MARNE                  
LIEU-DIT   LE CUL FROID               
LIEU-DIT   CARREFOUR DE LA CROIX ROUG 
LIEU-DIT   PONT DE VILLENEUVE LE ROI  
LIEU-DIT   AEROPORT PARIS ORLY        
LIEU-DIT   MIN DE RUNGIS              
           LA SEINE                   
AUTOROUTE  A 5                        
RUE        DE L ABBAYE                
PLACE      ABBE BONIN                 
IMPASSE    ALBERT LARME               
RUE        ALBERT LARME               
RUE        ALBERT CAMUS               
PLACE      ALBERT SARRAUT             
RUE        ALEXANDRE RIBOT            
RUE        ABBE GREGOIRE              
RUE        ALICE                      
PLACE      AMEDEE SOUPAULT            
RUE        AMEDEE SIMON               
AVENUE     DE L AMIRAL HAMELIN        
RUE        AMPERE                     
RUE        ANATOLE FRANCE             
VILLA      ANTOINE BOURDELLE          
AVENUE     ARISTIDE BRIAND            
VOIE       D ATHIS                    
RUE        BALU                       
PASSAGE    PAUL BARROU                
CHEMIN     DU BATELAGE                
ALLEE      BEAUSEJOUR                 
ALLEE      BELLEVUE                   
AVENUE     DE BELLEVUE                
AVENUE     BELLOYANIS                 
RUE        BENARD                     
RUE        BERGER                     
RUE        DU BOIS                    
IMPASSE    DES BRICAILLONS            
RUE        DE LA BRIQUETERIE          
CHEMIN     DE LA BUTTE                
RUE        CAMILLE PELLETAN           
RUE        DES CANOTIERS              
AVENUE     DES CAPUCINES              
AVENUE     DE LA CARELLE              
AVENUE     CARNOT                     
RUE        DES CARRIERES MORILLON     
VILLA      CELLINI                    
SENTIER    DES CERISIERS              
ALLEE      DES CHALETS                
SENTIER    DU CHALLOY                 
PLACE      CHARLEMAGNE                
RUE        CHARLES BERNARD            
RUE        CHARLES NOEL               
RUE        CHARLES NUNGESSER          
RUE        CHARLES PERRAULT           
RUE        DE LA CHAUMIERE            
ROUTE      DE CHOISY                  
RUE        CLAUDE LE PELLETIER        
AVENUE     DES CLOS                   
RUE        DU CLOS MONTLAULT          
RUE        DU COL BROSSOLETTE         
RUE        DU COLONEL FABIEN          
RUE        DU COLONEL ROZANOFF        
RUE        DE LA COMMUNE DE PARIS     
RUE        DE LA CONCORDE             
RUE        CONDORCET                  
ALLEE      CONSTANCE                  
AVENUE     DU COTEAU                  
RUE        PIERRE CURIE               
RUE        DES DARSES                 
IMPASSE    DESRUES                    
AVENUE     DIDIER DAURAT              
RUE        DU DOCTEUR AGEORGES        
AVENUE     DU DOCTEUR CALMETTE        
RUE        DU DOCTEUR ROUX            
RUE        DOMINIQUE                  
ALLEE      DES ECOLES                 
RUE        EDMOND ROSTAND             
RUE        EDOUARD BRANLY             
RUE        EDOUARD HALLE              
RUE        DE L EGALITE               
RUE        ERNEST RENAN               
RUE        EUGENE CHAUDERON           
RUE        EUGENIE LE GUILLERMIC      
RUE        EUGENE NICOT               
AVENUE     DE LA FAISANDERIE          
RUE        FERRER                     
RUE        FEUILLET CHAMPION          
ALLEE      DES FLEURS                 
AVENUE     DE LA FONTAINE             
AVENUE     DU FRONT DE SEINE          
RUE        DES FOUILLES MORILLON      
           RES DE LA FRESNAIE         
RUE        GABRIEL PERI               
AVENUE     GAMBETTA                   
RUE        DE LA GARE                 
PLACE      DE LA GARE                 
ALLEE      M GASPARD ET R IMBERT      
RUE        GASTON VAN WEDDINGEN       
RUE        DU GENERAL DE GAULLE       
RUE        DES GENETS                 
AVENUE     GEORGES CLEMENCEAU         
RUE        GEORGES HERVIER            
RUE        DES GILLETAINS             
SENTIER    DES GILLETAINS             
PLACE      GOUNOD                     
VILLA      DU GRAND CONDE             
CHEMIN     DU GRAND GODET             
PLACE      DE LA GRANDE FONTAINE      
VOIE       DE LA GRAVIERE             
CHEMIN     DE LA GRUSIE               
RUE        GUILLAUME DU VAIR          
RUE        GUSTAVE MORIN              
RUE        GUY MOQUET                 
CHEMIN     DU HALAGE                  
QUAI       DE HALAGE                  
AVENUE     DE LA HAUTE SEINE          
RUE        HENRI DUNANT               
RUE        HENRI GILBERT              
RUE        HENRI LAIRE                
RUE        HENRI LUSSEAU              
RUE        HENRIOT                    
RUE        HENRI QUATRE               
AVENUE     HIPPOLYTE CAILLAT          
RUE        HONORE OURSEL              
AVENUE     DU 8 MAI 1945              
RUE        DES JARDINS                
RUE        DES JARDINS NORMANDS       
SQUARE     JARDIN DES SENTEURS        
RUE        JEAN JACQUES ROUSSEAU      
AVENUE     JEAN JAURES                
RUE        JEAN MOULIN                
RUE        JEAN MARIE POULMARCH       
RUE        JEAN SACCARD               
RUE        JEAN PIERRE TIMBAUD        
RUE        JEAN VEBER                 
PLACE      JEANNE D ARC               
RUE        JEANNE D ARC               
RUE        DE JOUY                    
RUE        JULES FERRY                
RUE        KLEBER                     
RUE        LA FONTAINE                
RUE        LAMARTINE                  
RUE        DE LAON                    
CHEMIN     LATERAL                    
AVENUE     LEBLANC BARBEDIENNE        
PLACE      LEBLANC BARBEDIENNE        
AVENUE     LE FOLL                    
PLACE      LENINE                     
PLACE      LOUIS BARTHOU              
PLACE      LEON SAXEL                 
PLACE      LOUIS JACQUART             
RUE        LOUIS JARRIGE              
RUE        LOUIS MOREAU               
PLACE      DES FRERES LUMIERE         
ALLEE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
IMPASSE    MARCEL CACHIN              
QUAI       MARCEL CACHIN              
PLACE      MARCEL PAUL                
RUE        MARCEL RISSER              
RUE        DU MARCHE                  
AVENUE     DU MARECHAL DE TURENNE     
RUE        DU MARECHAL FOCH           
RUE        DU MARECHAL GALLIENI       
AVENUE     DU MARECHAL JOFFRE         
RUE        DU MARECHAL LECLERC        
RUE        DU MARECHAL LYAUTEY        
RUE        DU MARECHAL MAUNOURY       
ALLEE      DES MARGUERITES            
AVENUE     DES MARGUERITES            
RUE        DES MARINIERS              
RUE        DE LA MARINE               
CHEMIN     DES MARINIERS              
RUE        MASCAUX                    
PLACE      MARTIN LUTHER KING         
AVENUE     MAURICE GUNSBOURG          
RUE        MAURICE TINSEAU            
RUE        MENARD                     
VILLA      MICHEL ANGE                
PLACE      MOLIERE                    
RUE        MOLIERE                    
VOIE       DE MONS                    
RUE        DE MONTGERON               
CHEMIN     DES MOTTEUX                
RUE        DE LA MUTUALITE            
AVENUE     DES MYOSOTIS               
AVENUE     NIKOS BELLOYANIS           
RUE        DU NORD                    
VOIE       NORMANDE                   
RUE        DU NOUVELET                
VOIE       NOUVELLE NUMERO 2          
VOIE       NOUVELLE NUMERO 3          
VOIE       NOUVELLE NUMERO 4          
PASSAGE    DES NOYERS                 
RUE        D'ORLEANS                  
ROUTE      D'ORLY                     
RUE        DE LA PAIX                 
PARC       HENRI DUNANT               
RUE        DU PARC                    
AVENUE     PARMENTIER                 
AVENUE     PASTEUR                    
RUE        PAUL BERT                  
RUE        PAUL BERT PROLONGEE        
PLACE      PAUL CSERY                 
AVENUE     PAUL DOUMER                
AVENUE     PAUL VAILLANT COUTURIER    
AVENUE     PAUL PAINLEVE              
AVENUE     DES PERVENCHES             
RUE        PETITE                     
SENTIER    DES PETITS FOSSES          
IMPASSE    DU PETIT VILLAGE           
ROUTE      DES PETROLES               
PLACE      PIERRE AU LAIT             
RUE        DE LA PIERRE FITTE         
RUE        PIERRE LOTI                
ALLEE      DES PIERRIERES             
RUE        DES PIERRIERES             
RUE        PLAINE BASSE               
AVENUE     POINCARE                   
RUE        POMPADOUR                  
RUE        DU PONT                    
RUE        DE LA PREVOYANTE           
RUE        DES PRIMEVERES             
RUE        RAGUET LEPINE              
RUE        RAOUL DELATTRE             
ALLEE      RASPAIL                    
RUE        RAYMOND M L                
RUE        DU REGENT                  
AVENUE     DE LA REPUBLIQUE           
PLACE      DE LA REPUBLIQUE           
VILLA      REPUBLIQUE                 
RUE        ROGER SALENGRO             
RUE        ROBERT SCHUMAN             
AVENUE     DU ROLE                    
AVENUE     DES ROSIERS                
ROUTE      NATIONALE 305              
RUE        DE LA SABLIERE             
VILLA      SAINT GEORGES              
RUE        SAINT MARTIN               
RUE        DU SAINTOT                 
SENTIER    DU SAINTOT                 
ALLEE      SAURET CHATELLIER          
VOIE       DE SEINE                   
VOIE       DE SEINE PROLONGEE         
VOIE       SECONDAIRE 2A              
SENTIER    RURAL N 30                 
CR         N 31                       
CHEMIN     RURAL                      
CR         N 37                       
CR         N 32                       
CR         N 40                       
CR         N 41                       
RUE        SERGE VOYER                
RUE        DE SOWETO VILLE            
RUE        STALINGRAD                 
ALLEE      SUZANNE                    
RUE        THIERS                     
RUE        DES TILLEULS               
ALLEE      DE LA TREILLE              
RUE        DES TUILOTS                
AVENUE     DU VAL D ABLON             
CRS        DE VERDUN                  
AVENUE     VICTOR HUGO                
VOIE       VIEILLE DE MONS            
PLACE      DE LA VIEILLE EGLISE       
CHEMIN     DES VIGNES                 
AVENUE     DES VIOLETTES              
RUE        VIVIANI                    
RUE        DES VOEUX ST GEORGES       
ALLEE      VOLTAIRE                   
RUE        VOLTAIRE                   
PLACE      YOURI GAGARINE             
           commune :     VILLENEUVE ST GEORGES          departement : VAL DE MARNE                  
ZI         ZONE INDUSTRIELLE          
LIEU-DIT   LES BUTTES                 
LIEU-DIT   LE FOND DES BUTTES         
LIEU-DIT   LA FONTAINE                
LIEU-DIT   LA FRICHE DE BUIS          
LIEU-DIT   LA GRENOUILLERE            
LIEU-DIT   LA GRENOUILLIERE           
LIEU-DIT   LIGNE DE LA GDE CEINTURE   
LIEU-DIT   LES LORIOTTES              
LIEU-DIT   L ORME                     
LIEU-DIT   LA POLOGNE                 
LIEU-DIT   PONT DE VILLENEUVE LE ROI  
LIEU-DIT   RLE DU PARC                
LIEU-DIT   LES SANNOREAUX             
LIEU-DIT   VAL POMPADOUR              
LIEU-DIT   LA VAUVACHE                
LIEU-DIT   PONT WILSON                
LIEU-DIT   LES SABLONS                
LIEU-DIT   LES PRES DE L HOPITAL      
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   PARC DES SPORTS            
           LA SEINE                   
           L YERRES                   
AUTOROUTE  A 87                       
VOIE       SNCF PARIS LYON            
           1ERE AVENUE                
           2EME AVENUE                
           3EME RUE                   
RUE        DES ACACIAS                
RUE        ALBERT CAMUS               
RUE        ALBERT EINSTEIN            
PLACE      ALBERT EINSTEIN            
RUE        ALBERT THOMAS              
ALLEE      D ALEMBERT                 
RUE        D ALEMBERT                 
RUE        ALEXANDRE DUMAS            
RUE        AMBROISE PARE              
RUE        AMELIE                     
AVENUE     ANATOLE FRANCE             
VOIE       AVE ANATOLE FRANCE PROLONG 
RUE        ANDRE BRETAGNE             
VOIE       RUE ANDRE MALRAUX          
RUE        DE L'APPEL DU 18 JUIN 1940 
ALLEE      ARMAND JUSSELIN            
CHEMIN     DES ATELIERS               
RUE        AUGUSTE RENOIR             
RUE        AUGUSTE ET LOUIS LUMIERE   
CHEMIN     DU BAC D ABLON             
RUE        DE BALZAC                  
CHEMIN     DE LA BASSINETTE           
RUE        DE BEAUREGARD              
ALLEE      BEAUSEJOUR                 
AVENUE     DE LA BELLE AIMEE          
RUE        DE BELLE PLACE             
